frame_index,joint_0_x,joint_0_y,joint_0_z,joint_1_x,joint_1_y,joint_1_z,joint_2_x,joint_2_y,joint_2_z,joint_3_x,joint_3_y,joint_3_z,joint_4_x,joint_4_y,joint_4_z,joint_5_x,joint_5_y,joint_5_z,joint_6_x,joint_6_y,joint_6_z,joint_7_x,joint_7_y,joint_7_z,joint_8_x,joint_8_y,joint_8_z,joint_9_x,joint_9_y,joint_9_z,joint_10_x,joint_10_y,joint_10_z,joint_11_x,joint_11_y,joint_11_z,joint_12_x,joint_12_y,joint_12_z,joint_13_x,joint_13_y,joint_13_z,joint_14_x,joint_14_y,joint_14_z,joint_15_x,joint_15_y,joint_15_z,joint_16_x,joint_16_y,joint_16_z,joint_17_x,joint_17_y,joint_17_z,joint_18_x,joint_18_y,joint_18_z,joint_19_x,joint_19_y,joint_19_z,joint_20_x,joint_20_y,joint_20_z,joint_21_x,joint_21_y,joint_21_z,joint_22_x,joint_22_y,joint_22_z,joint_23_x,joint_23_y,joint_23_z
0,-134.53445,-127.72864,2483.0532,-133.9085,-43.267437,2492.5095,-157.5352,-48.24155,2502.1528,-134.88141,-219.48103,2465.0037,-134.30534,264.46167,2581.8708,-218.99942,258.98557,2592.027,-121.289604,-300.3264,2443.3809,-139.95946,594.57294,2656.9683,-268.5262,591.0258,2658.117,-117.48134,-333.64185,2436.266,-110.73785,721.37463,2650.0881,-259.903,705.7061,2658.0623,-99.434166,-474.25137,2409.4314,-90.02757,-401.0776,2413.258,-129.36415,-407.9495,2432.3254,-76.47707,-536.869,2441.3562,-59.41168,-419.0728,2406.8171,-159.51073,-432.99802,2450.3347,-26.941742,-273.00046,2454.9185,-158.85878,-291.39505,2510.9897,-47.65883,-179.64998,2473.2422,-145.76065,-183.23914,2530.6274,-64.36577,-153.9196,2480.6665,-142.65807,-151.74063,2531.5852
1,-123.126724,-120.61078,2529.3577,-120.05926,-35.630085,2539.1277,-144.97061,-41.177074,2549.1482,-124.635025,-211.6693,2512.2537,-117.93843,275.14532,2626.2441,-202.61418,267.4755,2638.362,-112.82725,-292.23666,2489.7922,-120.95442,605.8288,2700.1743,-246.05266,601.0622,2703.859,-111.014336,-325.26062,2481.7793,-94.95083,732.8585,2691.8103,-240.70886,717.84595,2702.9907,-95.59066,-461.98227,2451.3875,-84.33837,-390.56186,2457.118,-125.094536,-398.27148,2476.903,-70.96679,-525.18634,2478.1104,-52.016644,-409.06592,2449.0662,-154.81255,-425.28403,2494.3948,-13.542655,-268.56998,2500.4126,-154.60187,-290.29514,2560.2258,-26.793873,-178.05563,2518.9504,-141.2055,-187.40446,2577.5754,-42.87893,-153.84648,2525.7766,-139.89297,-156.42406,2576.859
2,-110.944695,-115.04415,2484.6782,-108.62087,-30.818653,2493.444,-131.65776,-37.13529,2504.9756,-112.363976,-205.14554,2467.3164,-107.74001,276.99527,2577.5906,-188.9976,268.44235,2593.4617,-100.66294,-285.19843,2444.9316,-109.577934,610.82684,2652.2634,-228.632,606.8216,2657.835,-99.47176,-318.27573,2437.5513,-84.72329,736.613,2644.8865,-227.0535,724.0596,2657.9998,-85.0026,-455.8138,2409.733,-74.497185,-385.0793,2413.204,-112.60134,-392.17865,2434.9563,-59.85799,-519.2548,2434.8074,-42.91233,-404.67926,2402.91,-139.83261,-419.76144,2454.2798,-3.1259813,-262.1311,2449.6755,-136.51038,-283.3761,2520.0364,-18.433647,-171.19777,2469.2495,-123.36004,-177.543,2538.8174,-36.621986,-144.66454,2475.138,-123.47914,-144.01183,2538.6453
3,-119.570305,-115.15084,2492.1648,-117.20088,-30.73144,2500.8784,-141.8333,-37.24875,2512.696,-119.97019,-205.6438,2474.626,-115.18246,280.55905,2584.0618,-198.97862,269.5576,2601.423,-107.24113,-285.8544,2451.9597,-116.042984,613.6645,2658.64,-238.65039,606.8207,2664.7844,-105.44622,-318.87823,2444.3865,-89.160706,739.7216,2650.4956,-235.72728,724.01917,2664.4744,-90.212616,-457.15616,2415.5906,-78.264305,-386.08752,2419.4158,-119.226395,-393.3365,2441.9531,-64.81722,-519.9213,2441.444,-45.17788,-405.87253,2408.8425,-147.68883,-420.88385,2460.889,-9.907486,-262.92874,2458.1765,-148.87285,-283.29468,2527.5823,-26.298292,-174.19841,2477.803,-135.31969,-178.67796,2545.699,-45.57845,-148.03392,2483.6501,-136.0325,-145.2105,2545.1985
4,-108.808,-107.815796,2460.8098,-104.44753,-21.208351,2469.0554,-132.42451,-28.105701,2483.2983,-109.36265,-200.17456,2443.5408,-100.80353,291.68863,2549.7124,-190.85362,279.3684,2572.3623,-97.851295,-281.25497,2419.2275,-99.57637,622.5122,2625.3618,-227.82881,614.8195,2636.1882,-96.27908,-314.4893,2411.4812,-76.0943,746.5278,2615.9622,-227.02258,728.5449,2636.2122,-80.47225,-452.37344,2382.079,-65.839,-381.86713,2385.1711,-113.26003,-389.9479,2410.2827,-56.115852,-513.36017,2407.703,-30.073233,-401.89432,2374.064,-146.41354,-418.1318,2430.481,4.4522395,-259.23764,2423.1028,-147.93259,-281.7398,2497.6475,-13.823631,-170.69305,2442.3665,-135.70361,-178.4356,2514.4863,-33.062256,-144.65353,2447.0266,-135.1116,-145.35617,2512.9058
5,-128.59807,-127.82086,2571.6086,-125.03829,-43.24483,2580.1616,-151.34404,-51.26845,2593.9082,-129.92857,-218.05516,2554.5571,-122.93267,269.83383,2663.6064,-211.94128,253.73775,2684.9753,-116.81655,-296.0913,2531.5789,-128.09207,599.2939,2738.3,-255.80923,591.43756,2747.9753,-114.76121,-329.1568,2523.4548,-103.64219,728.79834,2728.4614,-256.1578,710.8971,2747.4346,-97.146255,-464.76,2492.575,-85.06815,-394.11682,2496.5635,-129.03194,-402.37067,2521.402,-70.668106,-525.3134,2518.9927,-51.578213,-415.0903,2484.85,-162.2949,-431.6005,2542.1785,-14.471234,-277.5438,2537.5574,-164.52159,-299.4468,2611.5051,-27.394922,-186.2835,2557.365,-153.16441,-188.738,2630.17,-45.0871,-159.11075,2563.696,-152.09744,-155.75902,2630.5767
6,-118.07539,-114.683876,2508.7424,-114.0589,-29.187931,2516.6882,-140.27985,-36.37585,2531.2056,-119.50909,-206.32341,2491.3425,-110.52337,283.1905,2597.9556,-198.11462,270.424,2620.698,-105.87536,-286.1455,2467.5837,-111.53094,614.4315,2673.621,-235.33907,609.0255,2684.8186,-103.479576,-319.3688,2459.5664,-88.574265,740.64014,2664.0527,-235.0208,724.4956,2684.9976,-86.35977,-456.28915,2429.5608,-73.26209,-385.09714,2432.613,-118.0064,-393.79092,2458.1948,-60.773537,-517.53046,2455.0857,-38.837124,-404.711,2420.2383,-150.44215,-422.58,2479.8372,-2.7530963,-263.6058,2469.2896,-153.60112,-287.13916,2548.286,-15.225685,-171.89195,2489.3179,-139.42601,-179.59062,2566.9216,-32.951942,-146.64627,2495.7432,-138.34239,-147.4616,2566.5251
7,-118.49444,-112.47927,2483.1968,-114.916115,-26.879333,2490.8308,-140.47946,-33.949047,2505.324,-120.523636,-204.45271,2466.031,-112.26971,285.66043,2571.9385,-197.69434,273.26233,2595.1619,-106.42738,-284.60556,2442.3386,-112.68804,617.56555,2647.7268,-234.63768,610.94086,2658.945,-104.04612,-318.24826,2434.522,-88.1105,742.99664,2637.8267,-233.59387,725.37805,2659.0735,-87.92783,-456.6441,2405.1235,-74.56991,-384.87253,2407.5005,-117.49902,-393.142,2433.4275,-61.684566,-518.0436,2431.306,-40.793415,-404.868,2395.1277,-148.76727,-421.4344,2455.4575,-5.1360946,-261.27222,2443.2097,-150.37933,-283.5521,2523.903,-17.622065,-169.85754,2464.1716,-135.34276,-175.79195,2543.7168,-35.580204,-144.5433,2470.8357,-134.18349,-142.62035,2544.0642
8,-118.519485,-110.119225,2487.537,-114.66992,-23.578886,2495.7722,-141.01317,-30.918344,2509.283,-120.178406,-202.02208,2470.1975,-110.60713,289.42108,2577.3396,-198.0395,277.12393,2599.0874,-106.41962,-282.91507,2446.286,-112.14504,620.73566,2653.4067,-237.0773,614.43207,2663.481,-103.82659,-316.25986,2438.3435,-87.69863,746.31805,2643.4607,-235.65575,728.5104,2663.7178,-87.23975,-453.75327,2408.0483,-73.80067,-382.26077,2411.9045,-117.76159,-390.80612,2436.1785,-62.529694,-515.8848,2434.1062,-40.278114,-401.5389,2400.7966,-149.4929,-418.7999,2456.3296,-6.3987947,-258.6861,2449.7302,-153.18484,-281.40005,2523.475,-21.435427,-168.15242,2469.8865,-140.45752,-176.00475,2541.8018,-38.966187,-143.32578,2476.6238,-138.9626,-143.86809,2541.7944
9,-115.888626,-104.183105,2436.6482,-111.78328,-19.605783,2445.113,-138.65013,-25.938414,2457.1716,-116.833046,-195.76749,2419.516,-107.24989,288.29834,2525.801,-191.93733,279.33588,2545.0886,-102.21236,-277.6296,2395.7856,-106.78802,620.55804,2601.8535,-226.60738,617.1243,2610.612,-99.91114,-311.43912,2388.198,-82.881,744.20184,2593.184,-225.50517,729.92676,2611.2766,-83.89996,-449.60083,2359.2937,-69.65016,-378.65778,2362.988,-113.933556,-386.2818,2385.811,-59.773315,-512.46466,2383.6328,-33.641136,-398.26685,2352.5574,-144.00888,-414.0752,2405.1218,1.1609439,-253.66313,2399.2996,-148.31209,-274.81082,2469.8152,-11.607196,-162.3816,2419.8481,-130.7955,-169.82785,2489.2773,-29.124512,-137.19716,2426.2864,-128.72935,-137.41418,2489.055
