frame_index,joint_0_x,joint_0_y,joint_0_z,joint_1_x,joint_1_y,joint_1_z,joint_2_x,joint_2_y,joint_2_z,joint_3_x,joint_3_y,joint_3_z,joint_4_x,joint_4_y,joint_4_z,joint_5_x,joint_5_y,joint_5_z,joint_6_x,joint_6_y,joint_6_z,joint_7_x,joint_7_y,joint_7_z,joint_8_x,joint_8_y,joint_8_z,joint_9_x,joint_9_y,joint_9_z,joint_10_x,joint_10_y,joint_10_z,joint_11_x,joint_11_y,joint_11_z,joint_12_x,joint_12_y,joint_12_z,joint_13_x,joint_13_y,joint_13_z,joint_14_x,joint_14_y,joint_14_z,joint_15_x,joint_15_y,joint_15_z,joint_16_x,joint_16_y,joint_16_z,joint_17_x,joint_17_y,joint_17_z,joint_18_x,joint_18_y,joint_18_z,joint_19_x,joint_19_y,joint_19_z,joint_20_x,joint_20_y,joint_20_z,joint_21_x,joint_21_y,joint_21_z,joint_22_x,joint_22_y,joint_22_z,joint_23_x,joint_23_y,joint_23_z
0,-42.020546,-66.859314,1996.9385,-41.10663,14.388181,2010.3363,-43.484753,16.22743,2000.9437,-28.58429,-159.82744,1981.3145,37.24477,324.06262,2087.4531,-29.045912,336.7468,2080.2615,-25.014296,-248.50415,1958.0126,56.84681,664.62195,2160.4238,-52.848217,685.6319,2159.069,-25.76248,-275.9987,1953.2512,58.58491,762.8456,2172.111,-59.491344,780.7402,2166.5981,-4.5437746,-409.1058,1941.3053,-15.362662,-346.74496,1946.6354,-7.115436,-342.2647,1939.9374,-13.058005,-470.15063,1948.91,-40.57499,-366.77222,1969.1123,-6.139441,-355.44165,1935.9098,-81.650475,-222.41422,2027.1005,-46.924145,-196.9975,1955.0604,-94.32672,-96.515175,2042.6891,-40.47749,-66.001724,1963.558,-85.87895,-49.249004,2049.676,-17.943527,-23.077215,1972.6198
1,-58.14328,-43.317215,2008.9453,-57.308125,34.216938,2025.6104,-64.37278,39.224392,2012.0104,-42.798874,-136.78903,1994.6273,5.7916136,352.38547,2098.5425,-63.237854,358.67386,2087.321,-39.376522,-227.8062,1970.1859,12.6577215,697.3104,2174.286,-92.82815,708.5266,2168.93,-40.842403,-255.79805,1963.4492,15.103694,796.2168,2185.5664,-96.58993,802.81024,2175.401,-17.663115,-390.00818,1948.5082,-26.523756,-328.8916,1959.5745,-27.866602,-322.78076,1946.0707,-22.998047,-449.3785,1951.4537,-44.76231,-352.59665,1982.8604,-34.50559,-338.29892,1937.7406,-81.39919,-207.98259,2041.5723,-71.51256,-177.00519,1951.0793,-97.482376,-84.611694,2050.9216,-68.70873,-49.74943,1952.2783,-89.935234,-40.59677,2055.8867,-47.472805,-11.59178,1958.9078
2,-64.54711,-35.31557,1993.1729,-64.48916,39.466167,2011.433,-73.04141,45.754776,1994.7137,-48.24422,-127.43929,1978.9143,-4.1572337,355.65756,2085.4707,-74.13607,363.71317,2068.3262,-43.211685,-219.93875,1954.8187,-0.503997,704.3058,2161.7537,-103.52779,713.6666,2153.0056,-44.45949,-248.03084,1947.5829,3.4025502,802.81134,2173.2727,-106.08185,807.6363,2158.1423,-21.05507,-383.4971,1932.7054,-29.692041,-322.9836,1945.6383,-32.589855,-316.1981,1928.5253,-25.11905,-442.47934,1933.5228,-47.404243,-346.9219,1970.8492,-41.209473,-331.0163,1917.1045,-85.33579,-201.32811,2030.0752,-78.49036,-169.5125,1927.7848,-103.96582,-81.034584,2038.569,-76.55929,-46.30882,1927.4033,-97.210335,-37.83637,2043.7815,-55.641994,-9.078484,1933.5096
3,-66.09763,-29.843357,1986.2871,-66.321045,42.99596,2004.4149,-74.90389,49.993797,1988.4844,-50.654125,-120.54791,1971.7405,-12.849429,359.06982,2076.492,-75.75164,366.03406,2061.5881,-45.212215,-213.1046,1947.8469,-10.694888,708.1535,2153.87,-106.78402,716.00385,2146.284,-46.298077,-241.10938,1940.2756,-6.717308,806.31885,2166.1274,-109.44728,809.37836,2152.408,-24.723543,-376.38913,1925.9196,-31.598242,-315.94247,1938.1322,-36.155476,-309.16928,1921.7725,-28.060858,-434.42706,1925.8016,-48.503033,-339.35938,1962.3055,-43.645943,-323.57645,1911.7167,-83.08789,-193.17622,2018.802,-75.40953,-163.29391,1923.2689,-102.921814,-74.45355,2025.4355,-73.73944,-42.037453,1922.4188,-97.34883,-32.209137,2030.6868,-54.14678,-5.3677826,1928.0768
4,-61.97073,-27.715015,1973.5717,-63.881886,45.002205,1991.5446,-72.03144,51.907948,1975.2567,-45.668056,-118.69785,1959.3461,-14.616736,359.9575,2063.389,-76.81649,367.17355,2047.4993,-39.716053,-211.53865,1935.2762,-14.85794,710.3981,2141.7966,-108.8531,717.12805,2133.0212,-40.99541,-239.17398,1927.6686,-11.172594,809.2126,2154.5537,-112.74507,811.1504,2139.5437,-19.089645,-373.53613,1912.9569,-26.283781,-313.7965,1925.3896,-31.240768,-307.1202,1908.6926,-22.011404,-430.89233,1912.5731,-43.82878,-337.17184,1949.5739,-39.315197,-321.41907,1898.7328,-75.56768,-191.42055,2005.2787,-68.92865,-162.52722,1910.694,-95.49341,-77.25942,2012.625,-69.383095,-44.342236,1909.5967,-90.7324,-35.522316,2017.8395,-51.039944,-7.3087068,1915.249
5,-65.160835,-31.282495,1982.3405,-66.03103,42.07825,2000.4052,-75.04829,48.505344,1984.2689,-48.580387,-122.82605,1968.1907,-13.958328,356.55396,2073.7905,-80.770195,364.61313,2057.345,-42.12364,-215.4246,1943.6643,-15.50006,705.76465,2152.8518,-112.02596,715.063,2143.488,-43.356533,-243.51839,1936.2142,-12.788585,804.88104,2165.6104,-116.457146,809.0412,2150.004,-20.502506,-377.4902,1920.7432,-28.185041,-317.91412,1933.4252,-33.376804,-311.39725,1916.8121,-24.159136,-435.4375,1920.0907,-44.991035,-341.19595,1958.0321,-43.45595,-325.47986,1905.8219,-78.9963,-196.7313,2014.75,-77.52252,-167.55283,1918.3561,-98.20582,-80.56246,2020.9266,-79.3254,-47.691555,1916.8239,-92.05078,-38.100037,2025.87,-60.287273,-10.150368,1922.2494
6,-64.6271,-32.50301,1987.054,-65.55416,41.36743,2005.721,-75.43201,47.985817,1988.7172,-47.663414,-124.36071,1973.3112,-15.22528,357.47632,2079.899,-85.702896,366.6882,2061.6575,-40.786015,-217.01534,1948.3597,-19.758482,710.7067,2158.1655,-119.75167,720.11346,2147.589,-41.803448,-245.21973,1940.6312,-15.812863,808.8383,2170.069,-123.40173,813.1294,2152.6724,-19.062956,-380.10138,1924.2646,-26.5428,-320.21286,1938.1293,-32.824085,-314.16162,1920.8271,-22.987574,-437.8549,1924.2034,-42.530407,-343.20245,1962.7802,-44.080215,-328.47647,1908.785,-77.60178,-197.5133,2020.5065,-79.271935,-169.3176,1920.4385,-98.045746,-82.95921,2027.7991,-82.32299,-51.006485,1917.735,-92.16733,-41.087685,2032.4231,-63.96699,-14.07074,1922.3176
7,-62.43706,-30.025274,1996.3066,-63.680935,43.461514,2015.2278,-73.469086,50.060085,1998.1527,-45.081406,-121.91454,1982.5653,-13.403793,360.41977,2090.295,-85.11775,369.60324,2071.0698,-37.7691,-214.6335,1957.7922,-18.524061,713.97394,2168.5889,-118.145874,722.60693,2156.847,-38.706573,-242.72452,1950.2043,-14.422066,812.5892,2180.479,-121.87054,816.14087,2161.6978,-15.115588,-378.2177,1933.5087,-22.964638,-318.10156,1947.7467,-29.033094,-312.0435,1930.1477,-19.05408,-436.19946,1933.8358,-39.068295,-341.31018,1972.3424,-40.78253,-327.16125,1917.9017,-73.368126,-195.37671,2030.8002,-75.99563,-167.46394,1929.5573,-94.18371,-81.34164,2038.1731,-79.83638,-48.846367,1925.9885,-88.11658,-39.871075,2042.6302,-61.332546,-11.957889,1930.4052
8,-65.48261,-34.615105,1977.3743,-67.10973,40.400433,1995.2838,-75.2026,46.37284,1978.4385,-47.67088,-127.56874,1963.7871,-13.50781,355.1218,2070.7195,-83.4705,364.18356,2051.9304,-40.569553,-220.46387,1939.0059,-13.865105,704.2151,2147.298,-114.45607,714.50525,2136.6914,-41.158638,-248.76378,1931.8304,-10.257874,802.4245,2160.306,-116.863914,807.8795,2143.2607,-15.386545,-382.8986,1915.6461,-25.94163,-322.9558,1928.9286,-28.624842,-316.8291,1911.6816,-19.78481,-441.59033,1916.5977,-43.50239,-346.44278,1954.7795,-37.771152,-331.33994,1899.4039,-81.98579,-200.68784,2014.2649,-76.947685,-171.1832,1911.0082,-102.088844,-81.3678,2024.4193,-77.536385,-48.195335,1911.701,-97.307915,-37.456696,2029.4423,-58.411457,-10.12969,1917.4613
9,-65.62753,-39.8325,1999.6288,-66.95489,36.678017,2017.8241,-75.85325,42.58977,2001.6129,-47.813087,-133.08662,1986.1526,-9.845222,355.05942,2093.9094,-86.35862,364.89227,2075.7275,-40.728333,-225.49632,1960.5438,-10.152176,706.6259,2170.9333,-116.1689,717.9426,2160.1125,-41.3022,-253.69633,1953.2395,-6.729645,806.32715,2182.1338,-119.98051,812.12354,2164.369,-15.780426,-387.15182,1934.8011,-25.828953,-327.5681,1949.344,-29.28272,-322.03687,1932.2227,-20.092031,-445.9922,1936.534,-43.070675,-351.49274,1974.7463,-40.084404,-336.88898,1919.011,-80.15467,-207.80064,2035.7809,-79.73335,-178.22897,1932.1393,-97.98417,-90.492584,2046.5735,-82.55803,-56.34164,1932.3427,-92.34606,-47.6719,2051.5945,-64.21638,-18.767956,1938.2294
