frame_index,left_shoulder_to_wrist_distance,right_shoulder_to_wrist_distance,left_elbow_speed,right_elbow_speed,left_wrist_speed,right_wrist_speed,left_hand_speed,right_hand_speed,left_tremor_amp_proxy,right_tremor_amp_proxy,upper_limb_lr_asymmetry
1,279.69983,291.23883,3308.8884,6057.6777,3342.3281,6586.001,3473.834,6867.0967,841.1865,2517.9238,0.65341765
2,276.43466,288.93524,5250.356,4536.412,5299.7837,4541.9927,5289.2744,4579.974,558.324,764.8114,0.15399477
3,275.5089,286.14178,564.2219,770.3208,444.27954,969.54236,418.6426,1028.4276,145.78125,267.91687,0.7430396
4,273.57303,284.90244,622.13635,455.27924,717.2268,441.0938,718.54333,467.43323,388.1433,856.6687,0.47678167
5,266.93057,281.08398,1399.9371,1006.14417,1396.4891,973.0399,1369.8998,1072.5648,95.13733,429.50928,0.35741213
6,268.38937,282.8075,614.76587,588.3932,649.2317,552.9869,712.5915,627.5177,165.09827,77.72705,0.16011201
7,269.97382,282.54257,660.71106,1098.9905,662.14014,1172.2687,685.8387,1155.9888,148.92151,218.91724,0.5561776
8,265.07382,278.37152,955.83215,866.7846,946.0466,813.7663,978.831,819.6772,269.77173,537.16064,0.15033448
9,269.05115,281.9983,1088.801,728.7307,1053.0544,765.6388,1011.0425,712.804,372.56287,265.9259,0.31606832
10,263.72745,277.36014,1129.0271,815.5264,1114.2395,729.9821,1083.9983,705.5001,849.621,752.02026,0.41671497
11,267.4127,280.25723,326.0858,440.5071,340.42603,400.93976,320.62094,375.31583,287.82654,136.90002,0.16324933
12,279.33835,287.30127,9002.756,5778.269,8960.327,5725.4087,8902.383,5904.563,1591.0144,617.39075,0.44055244
13,279.5829,290.2709,4860.7407,3735.1882,4775.908,3694.9492,4802.533,3752.8772,752.42676,157.75879,0.25521833
14,276.41425,287.1934,1850.4875,838.08405,1877.2942,824.6808,1815.3882,867.3221,841.91223,295.63538,0.7791437
15,280.6358,288.41403,523.2142,881.2898,592.2654,920.44,694.54596,913.4706,466.4087,123.98193,0.433891
16,279.377,288.30652,1747.593,1119.3611,1739.5514,1065.1044,1718.4606,1026.1318,401.19263,586.5387,0.48094818
17,278.79263,287.37994,718.6068,627.1312,646.2538,465.84692,650.20795,467.3458,525.2301,154.04053,0.3244434
18,275.81772,286.173,859.75446,241.2527,965.08856,366.63623,995.1034,407.84216,602.56775,447.33582,0.8987627
19,278.34756,287.5487,412.4896,276.83902,457.34647,316.74048,478.79672,356.92343,51.828003,149.7998,0.36328217
20,281.76947,291.0166,1010.5127,1433.5791,892.1213,1317.6752,949.11694,1257.7158,710.6,248.01086,0.38515213
21,277.04813,284.45996,1051.2555,1305.6702,1116.7072,1390.4812,1141.6149,1493.0209,491.00037,910.8508,0.21839128
22,280.23077,287.1204,447.30862,747.1113,548.82416,690.4013,547.84485,667.4723,595.2545,491.71753,0.22849296
23,278.40903,284.06848,1470.1547,1378.4668,1413.6398,1238.7915,1398.6947,1186.1722,88.31055,484.86755,0.13184
24,277.36365,282.1362,4459.282,4727.751,4468.1113,4921.498,4456.757,5114.6606,96.3208,1587.4506,0.09657201
25,277.04086,282.9315,3264.0322,3144.586,3274.514,3121.3467,3307.0676,3107.6855,100.3241,473.58337,0.04789574
26,278.16763,282.44235,700.3845,601.77515,685.13794,699.7262,677.8399,761.60016,68.966675,302.29675,0.02106814
27,278.89896,283.04895,231.04956,251.75471,199.76378,204.84123,175.22983,186.64854,216.27441,314.48303,0.025098324
28,275.06522,279.65137,993.57446,1621.9349,915.4929,1551.5001,933.96765,1458.7932,246.20972,485.51575,0.51561326
29,271.69162,278.8978,2714.1262,2045.8007,2749.3103,1940.639,2711.6997,1794.862,665.42786,1168.9087,0.3448529
