frame_index,left_shoulder_to_wrist_distance,right_shoulder_to_wrist_distance,left_elbow_speed,right_elbow_speed,left_wrist_speed,right_wrist_speed,left_hand_speed,right_hand_speed,left_tremor_amp_proxy,right_tremor_amp_proxy,upper_limb_lr_asymmetry
1,306.31668,292.86484,5349.2407,4997.173,5802.241,5552.082,5989.9097,5798.232,309.21875,1817.2705,0.044064127
2,301.5026,288.39166,7906.495,6979.0845,7844.4536,6632.4253,7822.251,6660.4707,1593.0225,310.79834,0.16744332
3,303.222,289.61197,659.56537,537.40094,788.78546,532.9384,726.065,509.21097,1227.8809,848.92334,0.38714144
4,296.48276,285.5133,2372.4626,2164.369,2622.9875,2214.0176,2655.3665,2207.107,1107.5952,449.6704,0.1691005
5,296.5402,285.79935,3968.8928,3631.1633,3873.2483,3518.158,3857.2998,3472.4412,275.1245,567.70386,0.09608194
6,292.46323,281.46292,3319.8145,3435.5347,3418.6877,3505.9917,3489.7925,3527.2617,84.572754,222.57324,0.025215305
7,297.07086,283.08127,829.4375,1082.7189,872.7799,1031.8229,938.86786,1047.1436,21.101074,28.498535,0.16700907
8,298.3413,286.23663,3628.6182,3701.9155,3744.5476,3852.398,3825.6052,3952.689,484.01855,87.76489,0.02839308
9,300.2593,286.90942,1409.5522,1297.3378,1497.3947,1314.37,1504.8041,1360.9072,921.5552,269.65088,0.1301849
10,300.00186,285.60617,976.49274,1104.593,903.58624,1243.6534,843.1474,1307.9055,134.6997,66.934814,0.31674823
11,294.7721,281.31396,163.23126,483.33167,208.24469,682.4923,282.63226,782.8381,176.6626,181.84937,1.0648432
12,303.56387,289.3399,9804.927,8755.854,9330.059,7867.7817,9305.222,7782.6836,599.74365,109.471436,0.17005356
13,300.72934,287.3369,4764.0625,4486.53,4332.046,3924.8535,4227.2607,3867.5151,296.3745,252.24487,0.09863082
14,292.18167,281.30655,482.54474,329.65042,894.9369,603.9677,917.2474,633.8073,1068.0396,374.8816,0.38824245
15,295.6185,283.5476,875.4393,338.33456,1217.7397,535.1414,1199.0347,553.8024,1110.2051,501.3501,0.7788302
16,298.79623,285.21118,207.42183,190.9932,468.38528,252.06757,583.7953,292.16675,228.68408,85.12451,0.6005048
17,300.11697,285.88297,2133.1914,1800.9454,2187.1177,1861.5717,2181.1072,1897.7196,793.65967,274.1565,0.1608155
18,300.00076,285.04037,2344.2385,2183.669,2257.4294,2173.3652,2216.6902,2156.7786,790.95703,619.53,0.03794543
19,300.08563,286.35403,2565.9001,2480.4216,2611.1382,2484.1392,2646.8105,2534.6582,177.09717,270.15015,0.0498497
20,296.66455,283.70197,4566.3745,4575.7344,4546.975,4473.636,4621.6865,4450.4307,270.63232,491.12305,0.016260287
21,298.48602,285.42157,1987.3654,2010.9161,2039.7211,2015.9106,2080.2444,2007.914,610.5029,373.56445,0.011741906
22,301.1148,287.76425,629.87244,795.81555,656.7536,767.49243,634.3121,795.01825,144.38965,0.5505371,0.1555052
23,300.906,287.8609,2301.5344,2353.1853,2260.464,2329.1992,2270.8398,2391.964,284.04053,260.54565,0.029952137
24,302.72522,289.1131,2972.4985,2825.6016,2576.152,2397.4846,2532.6118,2432.7786,269.69482,348.1604,0.07184581
25,301.61197,290.31848,3614.4763,3340.5178,3300.3345,2843.472,3257.8232,2804.9387,271.28662,157.06543,0.14872296
26,299.18695,289.90112,1519.103,1397.3568,1476.1343,1192.5181,1460.1294,1086.9067,4.54834,78.98804,0.21255389
27,300.53,290.65982,855.2812,883.2225,844.9838,909.57733,848.22455,927.80927,237.63184,48.041992,0.073629245
28,302.27652,292.56265,1188.0323,1271.8419,1214.1464,1129.4672,1239.9086,1101.9949,598.82324,231.26831,0.07226379
