frame_index,left_shoulder_to_wrist_distance,right_shoulder_to_wrist_distance,left_elbow_speed,right_elbow_speed,left_wrist_speed,right_wrist_speed,left_hand_speed,right_hand_speed,left_tremor_amp_proxy,right_tremor_amp_proxy,upper_limb_lr_asymmetry
1,264.5301,265.7612,5789.2207,5216.0425,5705.7866,4994.647,5734.766,4970.3574,523.468,425.74585,0.13291791
2,265.96722,267.11246,6007.9663,6551.8853,5691.4634,6280.6978,5658.4404,6156.6987,397.48962,838.1177,0.09843409
3,266.18143,267.78766,2659.6975,2304.1252,2681.5686,2353.411,2735.0771,2390.925,475.68787,77.0459,0.13035116
4,266.17636,266.8306,1271.7363,1821.0048,1246.188,1775.3011,1213.5464,1714.5062,135.56213,87.821045,0.35023335
5,265.0204,265.07407,229.30876,489.57547,210.28046,274.9104,234.59106,187.62874,45.411987,140.21606,0.26641038
6,262.78156,263.90347,2392.2356,2400.716,2404.0186,2376.322,2416.4246,2400.085,7.8479004,103.79028,0.011587681
7,263.13974,263.73184,1505.9844,1449.7667,1530.9988,1421.4978,1516.061,1435.1619,634.84436,790.2661,0.07417518
8,264.37262,265.38837,313.48447,539.9034,268.55508,456.66663,223.08589,390.36664,197.98401,412.70142,0.51876974
9,264.2616,266.01385,3728.5876,4342.794,3779.995,4382.7407,3811.919,4409.186,124.54529,319.8047,0.14768225
10,264.06485,265.73465,624.21063,368.49286,653.3532,273.59604,669.06525,255.38368,688.7427,358.64136,0.81937
11,263.91266,266.3762,1796.2996,1823.5028,1771.5343,1846.0822,1772.6747,1849.9331,156.1438,134.24805,0.041213796
12,268.3662,272.34183,8788.5205,9879.8125,8349.276,9429.18,8133.5205,9152.292,1091.7157,1955.7764,0.12148448
13,268.13467,272.8831,4881.5474,5439.104,4611.168,5208.726,4530.804,5107.5254,875.7532,1364.8645,0.12170357
14,267.8415,273.32333,379.39246,355.08118,383.44318,362.35675,422.53098,347.02063,265.73853,212.26807,0.05654714
15,268.64014,273.61545,659.1013,683.79376,678.83984,705.77704,681.8872,711.305,12.600708,46.14746,0.038909238
16,268.10806,271.5745,353.29526,556.98956,223.60382,397.9985,237.34457,313.88074,194.68994,619.2932,0.56111336
17,268.61194,272.65256,1297.9601,1890.9266,1185.1476,1828.5663,1135.9244,1806.4937,364.41345,1131.958,0.42699388
