frame_index,joint_0_x,joint_0_y,joint_0_z,joint_1_x,joint_1_y,joint_1_z,joint_2_x,joint_2_y,joint_2_z,joint_3_x,joint_3_y,joint_3_z,joint_4_x,joint_4_y,joint_4_z,joint_5_x,joint_5_y,joint_5_z,joint_6_x,joint_6_y,joint_6_z,joint_7_x,joint_7_y,joint_7_z,joint_8_x,joint_8_y,joint_8_z,joint_9_x,joint_9_y,joint_9_z,joint_10_x,joint_10_y,joint_10_z,joint_11_x,joint_11_y,joint_11_z,joint_12_x,joint_12_y,joint_12_z,joint_13_x,joint_13_y,joint_13_z,joint_14_x,joint_14_y,joint_14_z,joint_15_x,joint_15_y,joint_15_z,joint_16_x,joint_16_y,joint_16_z,joint_17_x,joint_17_y,joint_17_z,joint_18_x,joint_18_y,joint_18_z,joint_19_x,joint_19_y,joint_19_z,joint_20_x,joint_20_y,joint_20_z,joint_21_x,joint_21_y,joint_21_z,joint_22_x,joint_22_y,joint_22_z,joint_23_x,joint_23_y,joint_23_z
0,15.751517,-196.54962,3355.7524,25.30155,-138.35405,3384.7195,22.214108,-137.27782,3386.6028,13.557541,-263.50394,3327.1443,70.8079,89.98808,3512.123,38.11054,77.61132,3517.64,30.204142,-333.4338,3296.6418,121.09179,388.86533,3585.6775,61.216595,387.8719,3592.1821,44.415585,-363.25183,3282.0547,124.79,596.16815,3599.763,66.96635,589.2524,3602.8403,66.29199,-492.11935,3251.4016,58.58621,-425.74875,3275.545,51.299366,-432.06696,3284.839,77.19049,-547.4741,3242.1982,88.21506,-450.85626,3261.2698,71.91454,-467.53418,3271.054,40.93847,-304.0897,3300.0547,26.750044,-334.8446,3307.8613,115.30981,-209.77339,3253.2244,106.59645,-236.64268,3274.8298,119.66205,-175.29893,3249.2522,121.6227,-200.5465,3272.9202
1,0.81105196,-182.47247,3346.681,7.839339,-122.91769,3375.613,2.923372,-123.442406,3376.904,1.2841828,-250.61455,3318.518,38.20619,116.76289,3501.6692,-1.124086,101.42143,3505.1414,18.952696,-318.46982,3288.741,68.693825,418.85645,3575.5027,-1.6702851,419.409,3580.6978,33.81953,-347.30417,3273.1912,78.10556,628.0693,3585.2312,-0.46897888,628.74347,3587.0369,68.46261,-477.66388,3241.9197,50.305695,-409.80637,3268.1934,43.765602,-418.36383,3276.5662,82.38204,-531.2293,3232.6042,83.03951,-432.02325,3254.2476,68.47693,-452.24054,3260.2922,39.591908,-285.58795,3294.9731,28.60658,-321.67514,3295.5981,122.83351,-188.74721,3245.817,115.51159,-223.7596,3261.2063,126.31616,-154.07439,3241.9492,129.01279,-187.88846,3259.4353
2,-14.465886,-174.54955,3352.4048,-10.079932,-114.545815,3381.3813,-14.112413,-115.2008,3382.041,-12.516486,-242.73384,3325.1912,14.233695,132.00479,3508.2024,-21.93198,116.555534,3509.4805,5.097072,-309.69833,3295.4285,31.894262,435.76193,3582.3267,-35.63471,441.94113,3584.4238,19.944777,-338.60788,3280.1177,40.255566,651.06055,3589.4734,-36.888912,656.3975,3588.9153,56.530384,-467.58838,3248.5754,37.71362,-401.02695,3275.1667,31.956837,-408.97653,3284.0837,68.58136,-520.55426,3240.1614,67.03423,-421.42896,3260.6477,55.42687,-441.18124,3267.0886,25.769165,-276.6868,3301.5515,18.664015,-311.78214,3302.3645,108.67527,-180.81993,3251.828,106.31463,-213.32828,3267.3792,112.6147,-146.67506,3248.161,120.212944,-177.49585,3266.0425
3,-22.46319,-174.81297,3327.6946,-14.117737,-115.85603,3356.9805,-20.989485,-116.63733,3357.5122,-21.857477,-242.72063,3299.6384,11.295662,127.41726,3482.8345,-31.265852,110.73635,3485.5664,-4.542807,-309.1149,3269.5786,35.847054,428.12686,3558.9578,-41.018536,434.32272,3562.9998,9.447048,-337.29733,3253.3816,43.154095,641.3011,3564.7927,-47.75003,647.2012,3563.9001,44.639774,-465.65234,3223.6008,28.998035,-399.40048,3249.7341,18.660347,-407.01175,3258.2466,55.920116,-517.7091,3212.8132,61.981354,-421.26083,3234.525,39.809967,-439.61343,3240.408,22.601854,-278.17856,3274.642,3.7125466,-313.59042,3273.9712,98.769646,-183.24031,3222.2236,87.472725,-216.92337,3235.777,103.870316,-149.90367,3217.683,102.42931,-182.76167,3233.873
4,-16.77815,-168.9944,3290.403,-8.78927,-110.22112,3319.2148,-14.199567,-110.72451,3319.3435,-16.951456,-236.49915,3263.3232,17.566462,134.50792,3443.494,-24.07969,121.8167,3443.278,0.3160614,-301.99188,3234.4822,44.735157,436.16315,3516.664,-30.428272,441.83667,3519.4172,14.257149,-330.18555,3218.9998,56.34607,644.23627,3522.714,-33.415863,648.35156,3520.2837,49.33368,-458.09137,3189.8308,32.85468,-392.34497,3215.834,24.812237,-399.8092,3223.042,61.53843,-508.9597,3179.8425,62.930847,-413.93332,3202.43,46.87908,-432.17422,3205.3076,21.800293,-271.52426,3243.4478,11.971873,-306.68515,3238.5984,103.127075,-178.48631,3191.1836,99.04541,-209.90897,3200.6086,111.233986,-146.3244,3186.5002,114.61956,-175.65201,3198.8618
5,-46.982662,-162.26683,3263.7644,-40.64574,-103.657104,3292.452,-44.345463,-103.72473,3292.0994,-45.725014,-230.68364,3236.4402,-25.030523,146.05174,3416.843,-64.07169,133.18773,3416.2126,-28.093626,-296.0595,3209.0486,-0.60743105,448.30313,3489.117,-74.22854,454.638,3491.4954,-14.241038,-323.80502,3193.2976,11.298314,650.5648,3497.1902,-78.452614,659.3043,3493.6133,25.026728,-451.26685,3164.2761,5.114273,-386.38467,3191.4646,-1.5309448,-393.27652,3198.3467,36.717777,-501.62457,3155.267,37.32167,-407.44116,3176.9973,23.801474,-425.12384,3178.6853,-9.097877,-266.27972,3218.6577,-17.431585,-299.8066,3212.2485,63.780193,-177.83417,3166.8816,59.43678,-208.0712,3173.7036,73.87164,-145.97261,3162.3276,73.92952,-175.68916,3172.6577
6,-46.962402,-161.4822,3294.4219,-39.53539,-101.667244,3323.641,-44.67333,-102.980995,3323.6157,-45.491547,-230.87975,3266.3176,-27.610611,152.49767,3447.7742,-67.890495,136.7584,3447.4758,-28.55657,-296.3627,3238.0916,-8.2542715,453.15787,3520.5781,-78.243034,457.57422,3523.4739,-15.033028,-324.3024,3221.994,1.7445183,655.0959,3527.6836,-83.92398,662.1457,3524.9353,24.278208,-454.13428,3193.9106,4.934711,-387.8234,3220.69,-3.3801315,-394.71512,3227.5872,34.908615,-505.20444,3183.9504,37.348995,-409.49512,3206.1016,21.40813,-427.0812,3207.453,-5.978798,-267.01385,3247.4712,-19.266586,-301.46725,3240.9602,67.37246,-178.87085,3194.574,58.320374,-211.501,3200.8894,76.82489,-147.41524,3189.3447,73.11759,-179.82713,3199.066
7,-37.145237,-164.3958,3287.5254,-29.156788,-104.85852,3316.14,-34.26206,-106.065,3316.4927,-35.94215,-233.63155,3259.734,-10.789943,144.46666,3438.2966,-53.322876,130.703,3438.6355,-19.466087,-298.80496,3231.5857,13.185068,444.41406,3510.772,-61.235054,450.8672,3513.3708,-6.387657,-326.6077,3215.8525,26.68283,647.7149,3517.6355,-64.04777,656.1386,3514.779,30.751783,-456.33472,3188.157,12.400853,-389.99023,3213.7615,5.09222,-397.09204,3221.1257,40.736187,-506.90192,3178.4824,42.949764,-411.75958,3200.0732,28.970167,-429.8816,3202.2764,-0.90801394,-268.6345,3241.1257,-12.314964,-303.54645,3236.326,70.915276,-179.25761,3189.205,65.41945,-212.16321,3196.004,80.1407,-148.14331,3184.179,80.221275,-180.55595,3194.3333
8,-43.037533,-162.35524,3275.5684,-34.231457,-102.44759,3304.8665,-39.784943,-103.96832,3304.888,-42.151352,-232.39134,3247.2825,-15.764902,149.94724,3426.2695,-61.387146,134.39478,3426.0493,-26.25622,-297.28754,3219.6643,10.401481,444.74176,3497.4617,-69.41526,454.13223,3500.147,-13.803275,-324.98737,3203.5857,26.613684,646.5368,3502.9297,-73.352036,659.8984,3500.9915,23.885986,-454.67764,3176.8633,6.010965,-388.58463,3203.0771,-2.5492082,-395.64456,3210.076,32.745667,-505.1424,3167.5203,38.00174,-410.2188,3188.1914,20.575266,-428.0051,3190.284,-5.6386414,-269.07886,3229.4087,-20.33895,-301.88678,3223.3535,65.3776,-181.22964,3176.4963,55.24715,-211.15611,3181.4575,75.173676,-149.92906,3171.4688,70.1166,-180.16039,3179.0527
9,-28.443213,-163.3287,3252.3835,-20.282644,-103.20791,3281.5762,-25.561405,-104.61177,3281.5645,-27.576986,-232.8123,3224.684,1.1113236,150.59947,3402.2878,-46.00376,134.35835,3402.7603,-12.101932,-297.5898,3197.5374,29.856647,443.6333,3470.8828,-54.914825,453.49478,3475.4258,0.4704468,-325.1503,3181.366,46.88099,643.6061,3475.6157,-58.763294,658.5848,3476.4402,38.009365,-452.97964,3153.9893,19.680326,-388.16528,3180.3665,11.9203415,-395.09146,3187.4246,46.401455,-503.29596,3145.5142,50.56611,-408.79453,3165.2996,34.454372,-426.48703,3167.9185,7.486937,-268.7374,3205.999,-8.06118,-300.0726,3200.946,80.01801,-179.63603,3154.6428,68.91135,-207.16939,3160.213,89.042244,-148.09785,3150.571,83.74134,-175.52635,3158.1174
