frame_index,joint_0_x,joint_0_y,joint_0_z,joint_1_x,joint_1_y,joint_1_z,joint_2_x,joint_2_y,joint_2_z,joint_3_x,joint_3_y,joint_3_z,joint_4_x,joint_4_y,joint_4_z,joint_5_x,joint_5_y,joint_5_z,joint_6_x,joint_6_y,joint_6_z,joint_7_x,joint_7_y,joint_7_z,joint_8_x,joint_8_y,joint_8_z,joint_9_x,joint_9_y,joint_9_z,joint_10_x,joint_10_y,joint_10_z,joint_11_x,joint_11_y,joint_11_z,joint_12_x,joint_12_y,joint_12_z,joint_13_x,joint_13_y,joint_13_z,joint_14_x,joint_14_y,joint_14_z,joint_15_x,joint_15_y,joint_15_z,joint_16_x,joint_16_y,joint_16_z,joint_17_x,joint_17_y,joint_17_z,joint_18_x,joint_18_y,joint_18_z,joint_19_x,joint_19_y,joint_19_z,joint_20_x,joint_20_y,joint_20_z,joint_21_x,joint_21_y,joint_21_z,joint_22_x,joint_22_y,joint_22_z,joint_23_x,joint_23_y,joint_23_z
0,-258.17657,-218.96489,3403.0688,-255.7791,-159.46667,3431.0095,-249.98253,-155.52982,3429.1047,-270.82764,-277.7393,3366.403,-224.85396,113.29417,3577.3904,-235.69986,127.053406,3566.8044,-273.82126,-340.0821,3341.6726,-164.2626,445.76138,3658.7446,-195.54503,467.17087,3652.5115,-282.20456,-362.05954,3326.0437,-108.19994,665.7858,3661.3809,-162.0217,705.4421,3659.0513,-277.9628,-480.84805,3296.5833,-275.14673,-418.8465,3327.5164,-268.54214,-418.99902,3328.3054,-281.07233,-534.3488,3297.6868,-282.90515,-444.2936,3314.5662,-264.44638,-443.21286,3302.0085,-259.38083,-329.61847,3358.0652,-251.27055,-341.11618,3340.6106,-264.00943,-234.56987,3330.229,-258.33688,-266.4149,3313.2537,-245.06712,-189.7028,3327.4177,-227.72794,-215.73401,3306.9973
1,-194.54079,-195.9336,3371.284,-190.54643,-136.80997,3398.7468,-188.23958,-132.59326,3396.1736,-210.64038,-254.93118,3335.9043,-148.19542,134.98206,3542.641,-168.8942,150.35509,3530.86,-217.9943,-316.2612,3312.1438,-83.336754,471.7902,3621.277,-122.11346,494.50616,3613.162,-226.39151,-337.35532,3295.9744,-18.783867,697.1728,3619.9668,-84.04546,741.18994,3616.3618,-239.52832,-455.9764,3269.1548,-227.1538,-394.97287,3301.4568,-223.02872,-394.77307,3300.052,-243.32877,-508.68497,3269.527,-239.55762,-422.08014,3286.91,-225.73302,-419.67197,3272.0425,-212.6793,-312.28546,3326.4922,-201.55331,-316.23804,3304.8848,-211.96375,-218.54918,3294.4133,-202.1442,-237.09605,3270.8064,-195.96634,-171.9397,3292.2239,-176.04294,-185.61351,3263.6938
2,-158.52739,-190.08452,3362.8833,-154.12846,-132.00606,3390.4075,-152.9544,-129.37117,3388.8625,-176.5056,-248.37979,3327.1687,-105.092064,140.04169,3535.6313,-130.82289,150.53627,3525.8572,-185.13715,-308.24124,3302.659,-37.019222,484.18283,3614.8672,-80.76055,502.736,3609.8481,-192.49237,-328.67627,3286.0427,26.14247,706.61707,3613.891,-46.63627,754.51886,3614.0103,-208.94633,-446.18195,3259.0847,-194.78859,-385.70728,3290.7097,-192.49063,-385.89667,3291.702,-210.5629,-497.81665,3259.1426,-206.80896,-413.33643,3274.7524,-197.22307,-412.08942,3264.0447,-178.7222,-303.0582,3314.6863,-167.5449,-306.09146,3301.7212,-175.90836,-209.72935,3281.2356,-167.80011,-221.94327,3264.908,-164.00635,-164.25716,3278.0007,-148.179,-171.8376,3257.1355
3,-155.48015,-192.36807,3363.25,-152.09947,-135.16106,3390.543,-150.26,-131.80359,3388.7703,-173.79747,-250.81892,3327.3599,-101.81264,137.38634,3535.2156,-129.16393,148.66728,3525.42,-181.84444,-310.32092,3303.3906,-32.916622,479.38004,3613.0652,-80.082115,497.35318,3608.763,-188.9502,-330.24704,3286.4458,33.512035,704.3696,3610.8633,-44.823162,746.84894,3611.67,-207.54568,-447.90656,3260.309,-193.04051,-387.548,3292.1697,-188.59831,-387.52994,3292.8516,-208.24075,-498.26926,3261.07,-207.18346,-414.87827,3275.6104,-193.103,-414.09644,3263.9773,-178.86183,-306.12076,3314.211,-163.72194,-308.32462,3299.681,-170.81075,-213.27554,3278.5884,-161.25847,-225.17802,3261.5857,-157.81992,-167.60802,3274.6492,-141.00696,-174.65924,3253.6787
4,-135.11015,-176.1787,3294.2126,-128.67114,-117.756546,3321.7656,-130.32133,-114.925285,3319.0696,-154.13391,-235.86401,3258.5652,-74.8869,157.76826,3463.7551,-108.63924,168.67189,3452.6309,-162.44115,-295.95135,3234.883,-7.6246033,501.99503,3539.076,-57.300945,520.43195,3532.2837,-169.67123,-315.78705,3217.869,57.1777,722.02905,3537.1606,-23.430248,765.7897,3535.1938,-190.10497,-432.5607,3192.52,-173.50952,-372.6197,3224.886,-173.12592,-373.67892,3224.322,-192.50157,-482.87192,3192.8625,-185.19096,-399.36044,3208.5627,-180.76216,-399.90518,3194.708,-155.37462,-291.8189,3247.9568,-154.92708,-298.4873,3229.4167,-145.72092,-197.83904,3212.8054,-151.93517,-217.65312,3191.9363,-133.29362,-152.63446,3209.613,-132.1926,-168.84044,3183.965
5,-159.9729,-197.54276,3396.438,-154.4041,-138.59932,3424.444,-155.9511,-136.73535,3421.94,-178.50484,-256.5791,3359.6353,-100.70901,131.2515,3567.9387,-135.63089,138.3171,3555.8813,-186.1222,-316.61328,3334.535,-42.63223,469.36032,3645.9106,-93.62946,487.7922,3640.2266,-192.5865,-336.43256,3317.2258,22.386606,695.61633,3642.1328,-59.44983,742.52277,3642.4363,-208.54863,-454.4484,3291.1,-192.95036,-393.00128,3323.0662,-194.33508,-394.7503,3322.6157,-209.77513,-505.94473,3290.6619,-202.6115,-420.04434,3307.1387,-202.5358,-422.14462,3294.7485,-170.7689,-310.01837,3347.597,-176.87022,-319.20248,3331.4517,-162.60936,-216.4522,3313.8308,-178.28194,-239.9867,3295.3313,-150.76067,-172.11186,3310.6575,-159.25993,-191.92784,3286.4817
6,-172.8358,-204.66875,3386.298,-166.3389,-145.47632,3414.8516,-168.02202,-143.01094,3412.3591,-191.50417,-263.90988,3349.0415,-113.1923,122.01265,3558.5396,-148.8466,130.74303,3547.2598,-200.67093,-324.59747,3322.7024,-54.739746,462.58975,3638.5095,-105.4566,480.8973,3632.9536,-208.38753,-344.9083,3305.4001,9.017168,692.6305,3634.824,-71.01296,738.91125,3634.6306,-223.19543,-462.08847,3279.2798,-207.73401,-401.72983,3311.088,-209.19926,-402.3442,3310.589,-224.88028,-513.14716,3278.3547,-215.69444,-428.70627,3294.7544,-216.91716,-428.75137,3282.7478,-183.86989,-318.92282,3334.3574,-191.67729,-323.6996,3319.4114,-181.54332,-227.87276,3298.8875,-196.90654,-247.5999,3281.543,-170.74168,-183.50655,3294.466,-177.75797,-199.92601,3271.627
7,-171.90762,-200.52525,3349.9382,-165.94926,-141.7687,3378.2766,-167.3557,-139.11858,3376.1724,-190.1049,-260.0562,3312.6614,-114.64406,128.20787,3521.5974,-147.95776,135.54137,3510.92,-199.06271,-320.37082,3286.6843,-54.406494,469.0673,3601.3442,-103.57754,486.9734,3595.9543,-206.61646,-340.80624,3269.3464,7.86493,697.00476,3597.536,-70.99349,741.5064,3598.2207,-220.52946,-457.31744,3243.2925,-205.48193,-397.0964,3274.825,-206.89787,-398.02744,3274.736,-222.8584,-508.14508,3242.407,-213.66508,-423.91867,3257.724,-213.8415,-424.63916,3247.5837,-182.78026,-315.51636,3296.5085,-187.72607,-320.50375,3284.6313,-180.87215,-225.71284,3260.3813,-193.19109,-245.45557,3245.696,-170.88498,-181.88692,3256.5168,-175.95264,-198.84935,3235.6577
8,-162.99974,-191.80179,3319.0356,-157.44974,-132.03642,3347.203,-158.61638,-129.56613,3345.134,-180.70743,-252.38899,3281.6816,-104.647316,141.8617,3487.334,-138.64859,147.32681,3477.238,-189.55464,-314.06537,3255.5242,-43.853283,482.6249,3565.9062,-97.3628,498.98434,3560.8794,-196.85735,-334.46164,3238.1296,18.949938,712.3304,3562.707,-65.112366,747.70215,3563.877,-209.20422,-451.1201,3212.2703,-196.26152,-391.344,3243.235,-196.63756,-392.36578,3243.7246,-211.28214,-502.46964,3210.9307,-204.54073,-418.26285,3226.6062,-201.39143,-418.77057,3217.2869,-171.84073,-310.5326,3266.677,-174.87665,-315.67383,3256.083,-170.58101,-222.90816,3231.2102,-180.77347,-242.82585,3218.3464,-161.73557,-180.39726,3227.252,-164.31526,-196.84697,3207.481
9,-162.78099,-198.94168,3360.4336,-156.5731,-139.82811,3389.0579,-160.1637,-136.9799,3386.4167,-180.45204,-258.18222,3323.5156,-105.87064,129.92122,3529.9883,-142.7445,137.94533,3517.5657,-188.18651,-319.10117,3296.8528,-49.029175,471.17853,3610.5105,-102.62722,488.41397,3603.2742,-195.22632,-339.29794,3279.277,10.386615,702.28784,3606.248,-73.85761,741.03186,3605.452,-206.30298,-456.26056,3253.7449,-191.16068,-396.05853,3284.8118,-194.59439,-396.9598,3284.623,-208.08809,-508.07443,3251.254,-197.98122,-423.65817,3268.2754,-203.12917,-422.8506,3258.849,-165.34285,-316.1731,3307.556,-177.72774,-319.1645,3296.9324,-162.8299,-227.29639,3269.7974,-182.04695,-245.34468,3256.9294,-155.38864,-185.00443,3266.1282,-167.17857,-199.66026,3245.4387
