frame_index,joint_0_x,joint_0_y,joint_0_z,joint_1_x,joint_1_y,joint_1_z,joint_2_x,joint_2_y,joint_2_z,joint_3_x,joint_3_y,joint_3_z,joint_4_x,joint_4_y,joint_4_z,joint_5_x,joint_5_y,joint_5_z,joint_6_x,joint_6_y,joint_6_z,joint_7_x,joint_7_y,joint_7_z,joint_8_x,joint_8_y,joint_8_z,joint_9_x,joint_9_y,joint_9_z,joint_10_x,joint_10_y,joint_10_z,joint_11_x,joint_11_y,joint_11_z,joint_12_x,joint_12_y,joint_12_z,joint_13_x,joint_13_y,joint_13_z,joint_14_x,joint_14_y,joint_14_z,joint_15_x,joint_15_y,joint_15_z,joint_16_x,joint_16_y,joint_16_z,joint_17_x,joint_17_y,joint_17_z,joint_18_x,joint_18_y,joint_18_z,joint_19_x,joint_19_y,joint_19_z,joint_20_x,joint_20_y,joint_20_z,joint_21_x,joint_21_y,joint_21_z,joint_22_x,joint_22_y,joint_22_z,joint_23_x,joint_23_y,joint_23_z
0,-32.899822,-41.661495,1978.9504,-35.34643,33.85618,1993.1998,-37.011353,36.990814,1984.5438,-18.146784,-130.88179,1962.9066,20.819242,343.63474,2066.1797,-29.559647,348.83997,2061.0747,-14.235251,-221.15506,1941.719,24.671219,689.1805,2144.7886,-63.46888,696.59753,2142.8298,-15.359949,-247.48709,1936.1666,25.225258,783.88324,2157.9907,-66.54162,788.8619,2153.5735,4.664279,-380.82584,1928.9229,-5.094063,-318.41504,1932.0316,2.2226548,-314.14667,1926.123,-2.6018913,-442.7109,1930.8457,-35.605522,-340.9918,1953.7024,-4.2822876,-329.32404,1923.2196,-73.58663,-193.00572,2005.0739,-38.659344,-170.81277,1939.0895,-86.42242,-71.17204,2011.945,-31.707418,-41.33142,1940.0742,-82.799065,-25.502638,2017.0585,-14.697141,1.6571076,1946.3174
1,-48.98392,-31.232557,1973.0331,-54.339436,40.183025,1989.7297,-57.880108,45.961002,1977.2454,-32.220894,-119.27859,1958.0979,-7.355068,352.7181,2061.0164,-58.30366,356.9235,2052.5154,-25.614447,-210.91544,1935.7604,-5.805149,701.5856,2140.6223,-91.717964,707.89154,2136.461,-26.308578,-237.82373,1928.899,-3.8472404,797.41675,2153.9324,-93.083534,798.7885,2144.836,-2.870227,-371.21655,1918.0908,-13.012886,-310.419,1925.514,-12.148353,-304.5856,1915.4335,-6.8030763,-431.7961,1916.6351,-38.613937,-334.67087,1947.0205,-21.019598,-320.18076,1908.0868,-74.98865,-190.05215,1999.2682,-55.16801,-163.1049,1921.3672,-92.216934,-73.033676,2003.8743,-53.735523,-40.0619,1921.0223,-89.28332,-30.22917,2008.1006,-38.82124,0.47398376,1926.2606
2,-49.830597,-19.537134,1992.5477,-55.677227,49.871864,2010.267,-61.884426,55.481056,1996.8453,-30.63707,-105.73706,1978.292,-14.361407,362.4239,2081.2651,-67.542595,364.2676,2070.6775,-22.554434,-197.3242,1955.7844,-19.43081,714.55145,2161.1401,-107.61436,719.12085,2154.3828,-23.47054,-223.68086,1948.3802,-16.586515,810.7276,2173.6528,-110.621086,808.994,2157.6736,3.1837232,-357.4395,1935.7891,-6.57518,-297.00256,1945.1793,-10.033542,-292.28912,1934.2528,0.46391374,-416.67487,1932.542,-28.886078,-321.15726,1965.6064,-21.781137,-309.67514,1926.1666,-63.819984,-177.3991,2018.7767,-55.74837,-155.411,1939.1055,-86.37376,-64.4786,2021.7031,-60.033783,-37.423046,1934.6868,-83.91918,-23.956392,2025.2129,-46.790813,1.1042054,1938.2018
3,-49.83232,-16.66058,1988.9336,-56.46487,51.989025,2006.8104,-62.343628,57.702618,1993.4935,-30.164417,-102.66575,1974.4387,-16.65275,363.71625,2078.096,-68.332756,366.38364,2067.1438,-21.321077,-194.41393,1952.0432,-22.313887,715.95233,2158.759,-109.072624,720.5817,2151.3396,-21.87736,-220.62503,1944.4436,-19.06111,811.6867,2171.7449,-111.45369,810.1474,2155.182,4.884027,-354.6623,1932.3278,-4.6118393,-294.15387,1941.307,-8.447547,-289.4913,1930.7684,2.527427,-413.34235,1928.4375,-27.22299,-318.60864,1961.5293,-20.541954,-307.22498,1923.1312,-63.85672,-174.77095,2014.2737,-55.58595,-152.622,1935.677,-86.512505,-63.610653,2016.4336,-60.82043,-35.987457,1930.4374,-84.20524,-23.102753,2019.6869,-48.15831,2.4528298,1933.4332
4,-45.536686,-19.146805,1985.778,-51.768036,50.96107,2002.6184,-58.050068,56.07962,1990.0247,-25.467869,-106.10738,1971.8815,-6.7411914,363.21036,2073.0168,-62.98065,365.14462,2063.5076,-17.475485,-198.71156,1949.7533,-11.6711035,713.9323,2154.3145,-102.93575,718.7155,2147.349,-18.64034,-225.1328,1942.2063,-8.517604,810.1635,2166.9114,-106.62695,807.9754,2151.0574,8.566246,-358.6401,1930.7961,-2.0779226,-297.86987,1938.9066,-4.381884,-293.40378,1929.166,5.3656144,-418.346,1926.704,-25.426968,-322.63156,1959.3942,-17.123562,-311.00983,1921.8838,-61.50475,-178.57518,2011.8486,-54.341248,-155.96414,1934.8993,-85.04248,-62.407753,2014.5149,-60.13838,-35.006092,1931.0227,-81.79597,-20.06993,2018.0135,-46.844692,4.6909866,1935.0621
5,-37.77203,-20.283184,1977.6211,-44.15613,50.62326,1993.3861,-50.204918,54.458538,1982.1224,-17.963474,-108.23474,1963.9752,1.164579,359.78177,2063.8784,-57.963398,363.3167,2055.3132,-10.755647,-201.0555,1941.6693,-5.2601366,713.59485,2146.3599,-97.40532,720.3764,2139.7026,-12.387502,-227.18872,1934.2301,-3.0872486,810.09845,2159.249,-100.84595,810.0365,2144.9392,14.482826,-360.0383,1924.6666,2.1993034,-299.31775,1931.3232,2.4629447,-295.53564,1922.8652,11.101845,-419.46045,1920.6442,-23.304659,-323.49408,1951.784,-10.120911,-313.12985,1916.4688,-56.06982,-177.77835,2002.3812,-45.34219,-158.92003,1930.3978,-76.92628,-61.77406,2005.8235,-49.501392,-37.23535,1928.7758,-74.47423,-18.983627,2009.5511,-37.08481,3.9731858,1933.0879
6,-40.287907,-14.014743,1993.514,-45.2395,55.68296,2010.7167,-53.09028,59.321228,1999.0609,-21.011225,-100.81659,1979.2623,-3.156463,365.70065,2081.8438,-62.009792,367.33017,2072.9363,-13.884143,-193.23395,1956.9229,-11.177844,719.9875,2164.6882,-101.32908,724.69446,2157.9163,-15.177856,-219.26111,1949.2053,-8.152097,815.76276,2177.315,-104.865746,814.0781,2162.8223,10.863434,-352.60245,1938.4749,0.9976784,-291.60483,1945.9016,-2.3551323,-288.61313,1937.8782,8.351764,-411.81387,1933.2914,-21.88884,-315.01633,1964.6696,-16.60488,-307.43076,1931.4736,-52.350445,-170.40927,2014.5793,-50.912136,-154.28075,1944.5758,-72.33842,-57.965992,2015.4403,-54.79188,-36.726055,1939.6107,-69.24033,-17.71747,2019.0969,-42.350475,2.4915924,1943.1283
7,-39.830654,-10.596398,1999.8231,-44.563843,58.568733,2017.5107,-53.213642,62.03079,2005.5549,-20.409866,-96.47323,1985.4717,-4.2450166,369.1485,2088.8357,-63.256172,370.2392,2079.8044,-13.467133,-188.96722,1963.2006,-13.421329,723.90204,2172.132,-103.398636,728.2714,2165.0608,-14.844007,-214.67813,1955.3059,-10.0566025,819.2759,2184.7861,-107.35567,816.72675,2169.3274,11.15328,-348.0855,1944.4713,2.559918,-286.8452,1952.1829,-2.972419,-284.28244,1943.9974,9.164658,-407.28796,1938.8861,-18.779943,-310.05063,1970.633,-18.466986,-303.26016,1937.7291,-49.316906,-166.02188,2020.7607,-53.091217,-150.67311,1950.7197,-70.476135,-53.638203,2020.7343,-58.083477,-33.3986,1944.1156,-67.35124,-13.080497,2024.2178,-45.69494,5.6601806,1947.2953
8,-53.8186,-15.477103,1958.5234,-60.020153,52.8638,1976.392,-65.551796,58.34139,1962.5074,-35.45583,-101.69436,1944.3529,-25.290052,361.2465,2047.1982,-73.96877,363.87936,2035.1503,-26.531187,-194.45023,1922.0751,-29.820469,714.0594,2128.2449,-114.68866,718.1143,2119.1194,-27.362528,-220.99548,1914.6135,-25.547916,808.5825,2143.3386,-115.07525,807.4452,2125.074,-1.856543,-354.384,1903.0911,-11.631369,-294.28088,1911.433,-14.116175,-289.78568,1900.6233,-4.0809474,-412.13474,1898.7714,-34.962246,-316.85132,1931.6473,-24.602842,-305.75754,1893.5604,-69.48812,-171.40363,1982.1807,-57.122047,-150.44324,1904.638,-90.65355,-58.610928,1985.1259,-61.015392,-33.79986,1899.8876,-89.61261,-17.226257,1989.2584,-48.667572,5.1685486,1903.4729
9,-44.025814,-17.61863,1974.1332,-49.323315,51.666332,1991.6722,-55.600403,56.760662,1978.4061,-25.675602,-104.41316,1959.9525,-6.6029277,360.8657,2063.043,-63.742157,364.4797,2051.466,-18.22338,-197.62202,1937.2266,-11.574638,715.82526,2144.9402,-102.3808,721.1076,2136.5234,-19.181204,-223.8129,1929.7406,-8.48571,811.1804,2158.8557,-105.19186,810.5908,2141.8242,7.11727,-357.01007,1918.0673,-3.6249788,-296.46243,1926.6967,-5.612189,-292.2945,1916.247,5.521106,-415.78195,1913.2408,-26.838947,-320.1271,1946.9586,-18.185642,-308.96124,1908.7239,-60.460674,-174.64232,1998.7494,-52.511684,-153.33578,1921.3936,-81.60321,-59.126667,2002.4716,-57.599743,-32.566612,1917.8812,-80.228905,-17.207111,2006.7688,-45.86123,7.5797806,1922.0352
