frame_index,joint_0_x,joint_0_y,joint_0_z,joint_1_x,joint_1_y,joint_1_z,joint_2_x,joint_2_y,joint_2_z,joint_3_x,joint_3_y,joint_3_z,joint_4_x,joint_4_y,joint_4_z,joint_5_x,joint_5_y,joint_5_z,joint_6_x,joint_6_y,joint_6_z,joint_7_x,joint_7_y,joint_7_z,joint_8_x,joint_8_y,joint_8_z,joint_9_x,joint_9_y,joint_9_z,joint_10_x,joint_10_y,joint_10_z,joint_11_x,joint_11_y,joint_11_z,joint_12_x,joint_12_y,joint_12_z,joint_13_x,joint_13_y,joint_13_z,joint_14_x,joint_14_y,joint_14_z,joint_15_x,joint_15_y,joint_15_z,joint_16_x,joint_16_y,joint_16_z,joint_17_x,joint_17_y,joint_17_z,joint_18_x,joint_18_y,joint_18_z,joint_19_x,joint_19_y,joint_19_z,joint_20_x,joint_20_y,joint_20_z,joint_21_x,joint_21_y,joint_21_z,joint_22_x,joint_22_y,joint_22_z,joint_23_x,joint_23_y,joint_23_z
0,164.83446,-100.27577,3303.05,183.03331,-31.339705,3334.2876,143.19746,-17.528112,3321.9836,148.47797,-185.92531,3268.6765,330.72742,235.3701,3427.8105,168.01016,297.09738,3413.2715,131.18968,-261.57135,3248.5984,384.33237,541.2227,3496.8484,221.06021,571.7763,3492.241,121.37172,-284.77026,3222.2578,473.25592,754.945,3463.2068,231.47905,791.1191,3457.7156,35.92751,-412.6241,3199.076,105.894264,-354.8137,3241.3142,64.489586,-352.1371,3217.7126,45.83502,-456.97525,3177.9065,115.66851,-383.40604,3235.5476,9.211245,-375.7701,3180.0662,221.896,-274.38095,3279.8591,42.961422,-287.2139,3183.5803,221.21031,-202.93102,3206.6233,73.60809,-219.38512,3114.6855,221.61787,-163.43169,3204.5906,81.94334,-185.21062,3102.614
1,168.1616,-95.61188,3304.4731,190.79117,-27.266352,3336.5603,145.95369,-13.896054,3323.8513,150.12029,-182.14314,3270.7017,345.48422,235.21638,3426.9177,173.18567,297.04306,3411.475,131.88618,-256.5184,3247.571,396.29593,543.5878,3500.8474,235.15657,573.0643,3496.472,123.921196,-279.84933,3221.3267,484.49277,748.9617,3467.2107,247.5834,792.148,3461.3142,41.683216,-406.48096,3197.518,112.494255,-348.9121,3239.3655,63.84255,-346.19394,3215.1543,53.44099,-451.84775,3173.5742,128.6873,-378.9422,3236.3542,6.588567,-368.9639,3180.3438,234.67976,-269.5503,3282.1938,36.95462,-276.342,3186.965,229.52823,-195.02637,3207.0825,69.76631,-203.66626,3121.1172,228.41858,-158.11249,3205.0134,80.12459,-168.23648,3109.6528
2,180.31564,-86.92272,3298.1653,203.66429,-20.650497,3330.3806,157.07756,-7.4070773,3317.14,162.51544,-171.26375,3265.4524,359.67993,247.50304,3422.7415,185.22911,313.21802,3408.0598,144.69212,-246.2034,3242.1626,414.16965,562.8667,3498.054,252.90315,598.1971,3494.8582,137.27692,-269.23227,3215.6646,501.7501,757.0566,3465.886,262.17386,815.7031,3461.4128,60.83562,-394.57352,3191.8464,129.1763,-337.55673,3234.1367,78.893036,-334.3882,3209.7424,71.90678,-439.83432,3167.737,148.58678,-367.7127,3231.8894,19.682585,-357.6091,3174.243,246.73384,-257.16772,3281.2898,47.99446,-260.75266,3183.1072,239.22752,-183.12776,3205.9849,75.705086,-190.96529,3115.368,237.62398,-146.20433,3203.9556,85.66064,-156.21802,3103.787
3,177.04413,-86.91849,3301.7898,199.38579,-20.347784,3334.5305,153.28029,-8.137767,3320.4868,159.55975,-170.31274,3269.5464,354.85846,250.21312,3428.1912,178.3233,315.2886,3411.8008,142.42577,-243.81372,3246.0684,407.79025,564.26996,3502.9392,243.84517,597.40094,3499.902,134.77092,-266.99725,3220.0027,498.77133,759.58026,3471.9421,252.63953,817.0568,3467.916,60.655804,-390.86243,3196.6985,128.04974,-334.21887,3239.2888,77.181015,-331.5533,3214.2507,72.191246,-435.7028,3174.1123,148.2377,-363.66574,3238.1653,19.035995,-353.30563,3179.0098,245.7166,-250.64493,3289.168,49.408245,-251.30782,3189.5535,237.97484,-173.69156,3214.362,76.3006,-179.67052,3122.5334,235.79117,-136.49551,3213.097,87.19253,-143.88112,3111.7966
4,171.23666,-88.71076,3284.5896,193.6396,-20.759058,3317.9634,146.85773,-9.321858,3303.7156,153.20378,-173.0974,3251.3862,352.27975,247.67671,3410.7166,173.39734,310.9232,3395.4666,135.58655,-247.80225,3227.511,402.6107,557.7294,3483.92,240.39822,590.98895,3482.8943,128.09511,-271.13937,3201.7927,493.586,752.64166,3451.4978,251.33484,811.7175,3450.5105,50.048454,-394.8629,3178.1777,120.23632,-338.2931,3221.3025,68.59896,-335.7491,3195.6477,62.39517,-440.15683,3155.1765,138.23946,-366.4582,3219.7676,8.508495,-357.18625,3160.364,237.03062,-251.11345,3268.2393,40.51344,-255.49117,3168.7664,230.85506,-170.7782,3190.4607,69.9807,-181.75745,3101.0989,228.00044,-132.3608,3188.8696,80.80866,-145.93335,3089.2466
5,182.31834,-77.167564,3318.0623,204.07384,-10.068102,3350.6106,158.63098,1.4143692,3338.0012,164.82176,-161.7866,3284.4595,360.21262,252.6635,3447.112,184.74449,320.79105,3432.451,148.08046,-236.98189,3259.8809,414.28662,574.58124,3520.8418,251.82104,605.2757,3520.6348,140.54077,-260.98672,3234.9138,502.43808,761.6855,3489.7595,261.2644,819.275,3489.181,66.44338,-383.76254,3211.427,132.15471,-328.53098,3252.7402,82.58014,-326.0129,3228.6753,77.479065,-427.7374,3189.3699,148.88065,-356.63263,3252.474,25.851725,-346.58392,3195.0166,244.36223,-237.05302,3300.4531,59.76706,-236.17186,3205.353,233.91971,-158.1386,3228.6934,93.68824,-161.24768,3145.0242,229.82849,-120.49886,3229.5867,106.74548,-126.17858,3135.8806
6,179.5655,-78.87607,3314.8586,202.40782,-12.405241,3348.1907,154.6801,-0.6018303,3334.9434,161.63786,-163.17601,3281.3074,360.73572,251.83781,3445.1414,180.18687,323.43088,3429.6816,144.48875,-238.48038,3256.5808,412.95294,567.0091,3520.0469,246.5067,601.7835,3519.3853,137.17516,-262.51645,3231.1846,505.45312,757.2862,3487.8652,254.94278,818.52313,3487.5266,62.239227,-385.00412,3208.2156,129.63171,-329.70724,3249.8098,78.374176,-326.48764,3224.9863,74.63349,-428.3854,3185.922,148.0316,-358.48166,3250.5127,19.7468,-346.5055,3190.9387,244.75691,-240.28137,3299.8445,52.838894,-235.08984,3201.8215,236.06021,-162.56555,3226.2896,86.55461,-162.73892,3139.556,232.10526,-125.87925,3225.7837,99.12807,-128.72937,3129.8206
7,182.3831,-85.24766,3328.9275,203.97812,-18.566845,3362.1667,157.67642,-7.070264,3349.8787,164.83995,-170.15398,3293.871,361.76447,243.79778,3458.9265,183.44078,314.03217,3444.696,146.64781,-245.23636,3269.0417,411.89932,556.8289,3535.0234,247.7957,589.71936,3534.1184,139.23213,-269.25656,3243.236,503.05655,749.83,3502.629,257.55228,809.60626,3502.1477,61.32661,-392.50888,3219.6846,129.6201,-336.2514,3261.4033,79.710625,-333.9959,3237.4539,74.431404,-435.2481,3197.3562,146.96516,-364.7119,3260.7751,22.907797,-353.9509,3203.0867,244.5244,-247.45317,3309.7576,57.032833,-247.32901,3213.5078,234.3283,-172.22435,3237.9753,89.23685,-175.17851,3150.5645,229.43896,-135.43605,3237.2441,100.39342,-140.29384,3140.2795
8,182.42165,-86.90239,3338.729,204.1654,-20.731195,3371.0845,157.73663,-8.35813,3358.2747,165.45422,-171.61592,3305.3801,362.23965,242.8524,3465.6133,182.30482,310.15976,3450.4465,147.93962,-246.4534,3281.2498,413.2985,557.41943,3540.6387,245.97437,587.6132,3541.0435,140.45064,-270.06244,3255.7036,502.8373,752.1119,3507.1758,254.44922,807.1689,3507.8704,64.55515,-393.6351,3232.5886,132.1894,-337.72247,3274.115,81.36411,-334.77597,3250.0461,77.46678,-437.4127,3210.129,150.57668,-366.50626,3273.2883,24.364098,-354.5816,3215.4758,248.4709,-251.12881,3322.7507,55.60893,-252.68787,3225.1018,240.46391,-172.76633,3250.3254,86.164154,-177.49629,3160.0554,237.68095,-135.8708,3249.8484,98.05718,-142.19934,3150.0852
9,187.07726,-86.84766,3338.195,208.32115,-19.99551,3370.986,160.65388,-8.588693,3357.6829,169.9254,-171.51682,3304.6536,369.9111,242.03978,3465.2505,182.48042,312.49728,3449.9966,153.35255,-246.5321,3280.4473,417.98056,552.5866,3541.8782,245.61938,586.8814,3540.951,146.256,-270.71225,3254.6504,512.6835,744.3432,3508.615,253.18123,807.05133,3508.431,69.54564,-395.2892,3231.4683,138.31136,-338.44052,3274.028,86.91723,-335.99707,3249.4602,83.96296,-438.4192,3208.7205,157.51848,-367.28937,3272.8438,27.88769,-356.5676,3214.161,252.66927,-250.1397,3322.0469,59.575348,-251.29895,3223.6738,245.6422,-173.63084,3247.6672,92.252754,-177.16368,3156.079,242.27318,-137.3346,3246.7097,104.39785,-141.88416,3145.3613
