frame_index,joint_0_x,joint_0_y,joint_0_z,joint_1_x,joint_1_y,joint_1_z,joint_2_x,joint_2_y,joint_2_z,joint_3_x,joint_3_y,joint_3_z,joint_4_x,joint_4_y,joint_4_z,joint_5_x,joint_5_y,joint_5_z,joint_6_x,joint_6_y,joint_6_z,joint_7_x,joint_7_y,joint_7_z,joint_8_x,joint_8_y,joint_8_z,joint_9_x,joint_9_y,joint_9_z,joint_10_x,joint_10_y,joint_10_z,joint_11_x,joint_11_y,joint_11_z,joint_12_x,joint_12_y,joint_12_z,joint_13_x,joint_13_y,joint_13_z,joint_14_x,joint_14_y,joint_14_z,joint_15_x,joint_15_y,joint_15_z,joint_16_x,joint_16_y,joint_16_z,joint_17_x,joint_17_y,joint_17_z,joint_18_x,joint_18_y,joint_18_z,joint_19_x,joint_19_y,joint_19_z,joint_20_x,joint_20_y,joint_20_z,joint_21_x,joint_21_y,joint_21_z,joint_22_x,joint_22_y,joint_22_z,joint_23_x,joint_23_y,joint_23_z
0,-164.99187,-99.76937,2302.7498,-169.98938,-26.714548,2316.4548,-183.68388,-26.235184,2319.0864,-171.4002,-185.01366,2280.3389,-167.59306,272.0742,2404.5227,-231.12706,273.76797,2406.5964,-152.65462,-274.9571,2258.5637,-164.43059,597.6767,2484.138,-306.21637,589.154,2474.4373,-150.59435,-307.46777,2248.7068,-133.52965,731.2048,2483.7996,-295.91147,714.73816,2477.6074,-133.67033,-458.13232,2226.5063,-133.48431,-383.983,2230.7864,-163.52719,-386.67603,2241.9614,-121.32186,-527.80365,2258.6814,-129.88309,-402.121,2229.0693,-186.87575,-406.76395,2245.4094,-118.88702,-251.49413,2276.4424,-187.12094,-250.49084,2274.449,-129.834,-163.35402,2289.92,-158.16734,-159.8729,2308.0054,-139.27495,-142.22401,2306.9026,-154.93613,-131.30016,2325.856
1,-188.32285,-105.44207,2338.4634,-190.77022,-31.473372,2352.5073,-207.91182,-33.013668,2355.8762,-195.82396,-190.18388,2317.3684,-181.3327,266.1641,2436.3477,-249.62236,264.6784,2441.2383,-174.66881,-278.763,2293.89,-164.5041,600.4625,2512.4434,-308.73364,593.1165,2507.7744,-171.98053,-310.4013,2283.0334,-134.74304,738.6392,2509.806,-303.5018,720.3061,2511.5342,-155.32527,-456.95627,2258.6577,-149.82173,-385.11743,2262.9539,-184.02983,-388.98572,2276.3315,-139.24315,-524.9228,2288.0737,-141.52399,-401.52133,2257.8884,-210.51709,-409.67798,2278.9246,-131.68295,-254.40479,2304.4858,-217.88306,-259.07864,2305.1277,-137.6973,-169.58891,2316.8552,-183.82411,-170.6448,2341.8562,-144.4632,-149.20926,2332.9827,-177.29527,-142.21826,2361.2683
2,-170.07246,-94.62649,2274.9941,-170.07811,-19.05613,2288.5295,-189.97398,-21.090845,2291.9197,-178.23773,-181.36322,2253.7053,-157.97331,288.8918,2371.7383,-237.25926,282.2145,2377.6404,-158.21642,-271.57504,2230.1848,-144.7577,617.7959,2448.8582,-287.83182,607.3046,2446.663,-155.14343,-303.73923,2220.4666,-112.56005,749.37146,2446.6929,-283.31213,730.0666,2451.4045,-140.63884,-448.3142,2196.353,-131.93442,-378.7818,2202.6414,-169.39603,-381.9955,2213.07,-126.54108,-515.67926,2221.235,-119.968605,-398.016,2199.5117,-196.36852,-403.44925,2214.9133,-109.09572,-247.38008,2244.4604,-207.90929,-249.82555,2247.6177,-116.56274,-155.67545,2257.0488,-173.03062,-156.12578,2279.7244,-124.27638,-132.96117,2270.9185,-167.43715,-125.85565,2296.6892
3,-166.42244,-91.42948,2258.5027,-166.22151,-16.335087,2272.115,-185.69781,-17.936468,2275.1978,-174.49759,-177.73389,2237.4841,-154.31241,290.11026,2354.764,-232.46854,284.54233,2360.0999,-154.90291,-268.5621,2213.845,-137.82922,619.61304,2432.2732,-280.24866,609.46356,2430.1606,-151.99144,-300.43878,2203.8794,-106.51228,750.5823,2430.0203,-274.59457,731.82544,2434.52,-137.76007,-444.96335,2180.0947,-128.32516,-375.58536,2185.7747,-166.25847,-378.51578,2196.4705,-124.54342,-512.0624,2204.7583,-116.575455,-394.38843,2182.8826,-193.57524,-399.52902,2198.577,-106.14331,-243.4867,2227.2446,-205.13858,-245.03926,2229.356,-114.163795,-150.52885,2239.666,-170.2685,-150.55742,2261.776,-121.73199,-127.353615,2254.063,-164.63997,-120.41898,2278.8047
4,-154.58643,-84.1227,2219.525,-153.9437,-7.3894234,2231.839,-172.07178,-9.255114,2235.5417,-163.52171,-172.05064,2198.6807,-141.30586,301.1,2313.2585,-219.17032,294.92725,2320.072,-144.48825,-263.2465,2175.5652,-127.28927,628.5004,2391.227,-265.29953,619.55145,2390.8025,-141.47417,-295.2618,2166.5093,-95.1974,754.89996,2390.5957,-259.18387,737.8007,2396.991,-127.94961,-440.0519,2143.4849,-119.35058,-370.97678,2149.444,-154.56409,-373.78012,2159.1758,-115.027725,-507.12402,2166.8696,-107.21073,-390.42487,2147.5098,-178.38513,-394.64633,2161.729,-97.52071,-237.1576,2189.6758,-187.56706,-237.52959,2195.617,-107.45618,-141.99394,2205.5903,-154.17534,-140.72139,2227.3162,-115.304054,-118.24282,2219.789,-149.1522,-110.28898,2244.0505
5,-159.02782,-84.88863,2229.1375,-157.98563,-7.6308074,2241.441,-176.99303,-10.018131,2245.6023,-167.82603,-172.24791,2208.034,-143.05165,301.3547,2323.3274,-224.08817,294.53622,2331.0957,-148.48409,-262.93964,2185.2031,-127.748375,628.9909,2402.019,-269.06055,619.301,2402.1082,-145.25316,-294.74838,2175.8242,-93.75347,756.96436,2400.681,-263.3613,738.4129,2407.722,-131.1023,-439.54303,2152.6072,-122.1228,-370.46658,2158.7368,-159.19128,-373.13367,2169.0789,-117.77327,-506.55206,2176.8037,-108.432396,-390.96542,2156.3433,-183.866,-394.48877,2171.7134,-97.69408,-238.80351,2198.8286,-193.58763,-238.8994,2206.1567,-109.78176,-145.19405,2213.2542,-161.41393,-142.49431,2236.155,-118.29506,-122.23132,2226.8467,-156.07579,-112.02174,2252.9097
6,-168.20317,-89.32074,2244.7986,-167.13792,-13.061905,2257.7312,-185.94359,-14.908778,2260.9622,-176.68175,-176.2144,2223.5017,-152.25493,292.74557,2340.3179,-230.9165,287.80386,2346.1785,-156.97823,-266.9518,2200.7297,-136.44023,620.54803,2418.4246,-277.04953,611.42786,2417.0076,-153.7067,-298.9116,2190.9202,-101.658646,750.0221,2416.9666,-270.98965,732.424,2422.4998,-139.11382,-444.50107,2167.5994,-130.34856,-375.16672,2173.7773,-167.4516,-377.46667,2183.7556,-125.5328,-511.46408,2192.9043,-118.3465,-395.21878,2171.4146,-193.72023,-398.874,2185.681,-107.76874,-243.0732,2215.161,-203.13922,-242.51431,2218.1606,-118.37754,-149.48909,2229.1172,-170.19029,-146.55168,2249.1582,-126.665405,-126.784904,2243.0427,-164.84947,-116.3399,2266.8152
7,-167.70934,-92.766464,2241.8765,-166.86577,-16.926163,2254.6716,-185.37053,-19.066242,2258.1619,-176.35957,-179.4643,2220.6863,-151.43181,289.4365,2336.7751,-230.23985,283.70612,2342.8757,-156.08032,-269.5394,2197.6084,-137.52922,620.3961,2414.1775,-278.95187,609.34393,2412.401,-153.08572,-301.64224,2188.0974,-103.96175,749.0903,2412.679,-274.99472,729.613,2418.0842,-136.77348,-446.7884,2164.6555,-128.9479,-377.60675,2170.729,-165.63205,-380.32324,2180.7886,-120.85313,-513.81934,2189.1335,-116.39982,-397.49924,2168.446,-191.93007,-402.29294,2183.0505,-106.10841,-246.84375,2211.78,-202.29953,-247.24449,2216.1934,-112.965126,-151.87773,2225.8972,-166.74707,-149.08334,2246.932,-120.083206,-128.55902,2239.315,-160.16145,-118.0628,2264.4326
8,-161.67865,-90.3812,2224.5137,-160.08812,-14.029236,2237.0193,-179.14143,-16.194971,2240.2678,-171.41594,-177.7864,2203.419,-144.82477,291.61234,2318.8853,-227.27068,286.65924,2325.1204,-150.78342,-268.7305,2180.1677,-130.6357,620.68207,2396.7695,-273.37338,610.4262,2396.0242,-147.71605,-301.09674,2171.1482,-95.55496,747.66705,2395.1228,-268.71747,729.62213,2401.368,-131.51122,-447.56744,2148.4988,-123.12598,-377.9504,2154.452,-160.6289,-380.3199,2163.9592,-116.49744,-514.304,2172.156,-108.53883,-398.91318,2153.249,-186.58653,-402.30927,2166.0679,-98.01213,-246.51384,2196.328,-197.26158,-245.22472,2200.3452,-106.33136,-149.80632,2211.036,-163.17729,-146.54456,2230.9187,-113.814575,-125.98904,2223.9646,-155.70445,-115.71053,2248.077
9,-158.4484,-89.39196,2249.9495,-155.9683,-12.58081,2262.0955,-176.59053,-16.266365,2268.1555,-167.02176,-175.903,2228.7524,-138.31512,297.12793,2343.332,-225.60315,288.17365,2355.2688,-147.04846,-266.03128,2205.1628,-121.21421,625.8142,2422.2974,-267.08713,614.09796,2425.3748,-144.13176,-297.83966,2195.6528,-85.239716,756.95386,2419.45,-264.47067,735.52515,2430.53,-127.60189,-442.24277,2171.6084,-118.68066,-373.34195,2177.2263,-157.39265,-376.2435,2189.761,-113.15707,-508.88947,2195.113,-102.01837,-394.98193,2172.3318,-183.05936,-399.83624,2193.8308,-89.46103,-244.0671,2214.4978,-192.52095,-245.4399,2230.3613,-98.63533,-150.12395,2226.9766,-160.96373,-148.62657,2260.2434,-104.65511,-128.16327,2238.614,-153.75798,-118.82757,2276.2986
10,-147.45149,-81.242744,2194.3186,-144.71872,-4.8737893,2206.311,-165.17075,-7.8318453,2211.7449,-155.98834,-167.72781,2173.3398,-127.101585,301.96262,2286.611,-213.08548,294.8326,2297.813,-137.0022,-258.93344,2149.4036,-106.93782,632.08746,2365.568,-249.49825,622.4952,2369.097,-134.08562,-290.8123,2140.2986,-73.91719,759.4458,2363.7034,-246.45638,741.47003,2374.9304,-117.18984,-434.61734,2117.152,-108.82503,-366.4221,2122.6465,-146.72949,-369.22778,2134.3015,-103.22378,-500.983,2139.0576,-92.20334,-388.38657,2119.9868,-171.10991,-392.1744,2137.8853,-81.97788,-235.45494,2161.3584,-182.2011,-235.07681,2172.9714,-89.63857,-138.69061,2173.9277,-148.36014,-135.55443,2201.8044,-95.085976,-114.873856,2185.4324,-140.60768,-104.84772,2217.0078
11,-143.07048,-79.45019,2190.6804,-139.76955,-2.9947,2203.0056,-160.31221,-5.9699492,2208.23,-152.26567,-165.91422,2169.7434,-120.38537,304.22983,2283.0527,-207.00769,297.85632,2294.0447,-133.70651,-257.05722,2145.7136,-99.60408,634.93475,2362.2947,-242.696,626.1595,2366.3308,-130.96281,-288.58878,2136.4824,-68.67425,762.5576,2360.2395,-240.25122,746.006,2371.867,-114.137634,-432.05704,2113.6833,-106.439835,-363.99475,2119.536,-143.52426,-366.72708,2130.5469,-99.794945,-498.68585,2135.1104,-89.41649,-386.06024,2117.5435,-166.94963,-389.48016,2133.6604,-78.71008,-234.38135,2159.1084,-177.91342,-233.00044,2168.1433,-85.19352,-138.14883,2170.5461,-144.65636,-134.14873,2195.3071,-89.66546,-114.45718,2181.4597,-135.83632,-103.940544,2209.777
12,-181.24178,-94.57313,2271.9792,-180.57666,-21.111265,2285.5813,-199.25809,-23.530502,2289.7703,-188.22493,-179.10245,2251.349,-165.20587,279.57822,2366.8992,-241.81209,277.75583,2375.863,-166.81366,-269.03354,2226.0598,-134.4087,615.91815,2446.3372,-273.3419,609.1601,2449.0046,-163.7127,-300.4623,2216.0183,-106.24121,749.1154,2442.6475,-268.59128,734.27435,2453.778,-144.14915,-444.83087,2194.3845,-138.19803,-375.53647,2198.4229,-176.02933,-378.26007,2211.826,-127.85482,-512.74396,2220.024,-123.41048,-396.62155,2195.1042,-203.21278,-401.65128,2213.6667,-112.29366,-245.12178,2241.137,-210.02908,-246.47423,2243.1934,-115.82139,-152.28026,2247.7744,-176.36552,-150.12256,2272.8862,-121.61587,-130.2808,2258.4314,-169.62646,-121.83351,2288.967
13,-175.69766,-87.34737,2245.4175,-174.22409,-13.620894,2258.6262,-193.74443,-16.425148,2263.151,-182.70164,-172.68478,2224.9922,-156.77013,289.9527,2339.3623,-236.54475,286.22827,2348.9583,-161.92831,-263.1807,2199.7214,-123.2761,625.35474,2418.7517,-263.59866,617.4469,2422.9333,-158.65517,-294.91754,2189.8376,-93.35241,755.13684,2414.7532,-258.57654,739.9826,2427.6345,-139.59668,-439.86874,2168.3633,-132.87085,-370.43683,2172.1958,-171.17888,-373.4091,2185.81,-123.35597,-507.4467,2192.7522,-116.50692,-391.57773,2168.8914,-198.34679,-396.92514,2188.0613,-106.73677,-237.54442,2213.2065,-208.50179,-239.75267,2218.9326,-111.714806,-142.02371,2220.1423,-174.90286,-141.14746,2248.5254,-117.8959,-119.37842,2230.875,-168.09012,-112.416504,2264.2053
14,-174.3388,-86.146904,2248.6643,-172.85397,-12.593353,2261.9785,-192.35094,-15.094869,2266.1106,-181.77034,-171.77547,2228.5203,-156.57347,290.7247,2342.6926,-234.06241,287.53122,2351.5857,-161.6252,-262.73547,2203.2178,-119.31433,624.2983,2421.964,-256.81686,617.7646,2426.5564,-158.23051,-294.43094,2193.0854,-88.22448,754.68713,2417.944,-251.10916,741.0627,2431.312,-141.00853,-438.73013,2171.3972,-132.87419,-369.5889,2175.4465,-172.01299,-372.88174,2188.92,-125.06152,-505.95425,2196.1526,-117.50171,-390.42538,2172.4617,-199.08052,-395.74823,2189.966,-107.927605,-235.84985,2216.9539,-208.21129,-238.39449,2220.27,-113.34069,-140.48149,2221.9265,-174.83348,-140.18948,2250.8542,-119.12307,-117.67177,2232.5972,-168.07587,-111.51977,2266.726
15,-167.5336,-82.09991,2224.794,-165.59203,-8.696239,2238.0344,-184.81866,-10.920936,2241.5674,-175.16734,-167.41472,2205.0828,-149.1353,294.18692,2317.8086,-226.89014,291.24252,2325.778,-155.95403,-258.76727,2180.1174,-111.82815,629.7751,2396.9602,-249.83948,624.2844,2400.9375,-152.83226,-290.52838,2170.2188,-81.37228,757.0872,2393.9248,-245.44609,744.85504,2405.785,-136.14989,-435.05997,2149.0183,-127.911156,-366.08325,2153.1965,-166.27336,-369.18576,2165.7449,-119.76739,-502.25446,2173.0576,-112.738625,-386.45193,2150.8025,-192.6654,-391.7181,2166.8044,-102.98788,-231.26402,2194.5056,-201.49785,-233.83023,2195.994,-108.70098,-136.15834,2200.3005,-168.24019,-136.12846,2226.9978,-113.859085,-113.213066,2211.0447,-161.19504,-107.347046,2243.0676
16,-163.90404,-80.17317,2215.26,-162.07188,-6.977394,2228.5051,-181.20581,-9.325563,2232.2068,-171.38289,-164.86058,2195.5527,-145.71712,295.546,2307.7834,-222.79466,292.58286,2316.85,-152.35161,-255.97769,2170.5254,-110.504234,632.1936,2387.1345,-246.56209,627.16235,2392.1882,-149.27896,-287.50708,2160.6309,-80.28158,760.0974,2384.1736,-242.3415,748.1792,2397.3835,-132.43568,-431.84952,2139.8125,-125.31972,-363.03806,2143.8816,-162.51947,-365.9855,2156.2207,-116.13716,-499.41513,2163.0647,-110.45782,-383.60123,2141.7166,-188.4891,-388.64322,2157.4868,-101.33778,-228.8356,2185.0364,-198.04427,-231.5313,2186.4492,-106.81759,-133.55318,2190.2583,-165.51581,-133.851,2216.5798,-112.14907,-110.81858,2200.6367,-158.28233,-105.08085,2232.5603
17,-165.63586,-80.4929,2226.037,-163.53731,-7.5940094,2239.3047,-183.99194,-10.264877,2243.9216,-172.4614,-165.0014,2206.0996,-147.31786,293.87073,2319.0217,-226.14236,290.40787,2329.239,-152.444,-256.0068,2180.8757,-111.96714,630.23846,2398.538,-249.11084,624.5091,2404.5388,-149.11388,-287.2512,2170.7224,-80.84834,760.8144,2394.6367,-244.26875,747.00635,2409.4158,-130.84392,-431.69992,2150.2617,-123.20528,-362.70505,2153.6833,-162.53894,-365.98102,2167.3105,-115.093956,-499.29404,2173.3157,-106.218346,-383.19733,2150.6052,-189.59335,-388.86572,2169.1685,-97.54526,-228.46423,2193.651,-200.34724,-232.07178,2198.2158,-103.865166,-133.73238,2198.3286,-167.23752,-134.52908,2227.7341,-109.20359,-111.1215,2208.4758,-160.0478,-106.03279,2243.4246
18,-176.32301,-83.51666,2256.2666,-174.99858,-10.9322,2270.1777,-195.07481,-13.738405,2274.9275,-182.90974,-167.2615,2236.0752,-161.00981,290.06747,2349.179,-238.30278,286.7722,2359.4902,-162.61082,-257.48566,2210.5974,-124.853775,629.66864,2429.1436,-263.47586,622.91254,2434.576,-159.40332,-288.46323,2199.6082,-91.75118,764.7263,2424.5916,-257.68466,748.45966,2439.0688,-141.93605,-432.95547,2179.188,-134.6569,-363.672,2182.1199,-172.26512,-366.90787,2196.2556,-125.54815,-500.80557,2202.788,-119.10388,-384.13855,2178.396,-198.27884,-390.18283,2198.6875,-111.36376,-230.85025,2222.1975,-209.42947,-235.20787,2225.51,-116.59849,-138.90665,2225.734,-178.30608,-140.11548,2255.761,-121.860466,-116.688065,2235.8184,-171.76756,-111.50005,2272.3674
19,-165.28093,-80.3584,2237.9565,-162.99461,-6.8843536,2251.078,-183.64034,-10.016196,2256.2656,-172.39494,-164.70746,2217.8857,-147.00545,298.74966,2330.151,-227.29309,293.0131,2342.0867,-152.90538,-255.50842,2192.6365,-112.58422,634.37695,2410.281,-251.52449,627.53284,2417.5847,-149.55302,-286.7471,2182.5518,-80.32931,765.78644,2405.8982,-247.0629,750.5506,2422.6013,-133.05688,-429.9117,2160.054,-124.806786,-361.49146,2164.0525,-163.33998,-364.64688,2178.1094,-117.89828,-497.36417,2183.0532,-108.53271,-382.0772,2160.0464,-189.12138,-387.40332,2180.2095,-100.07645,-228.81282,2203.6777,-201.66565,-232.73965,2211.3127,-106.38967,-135.31644,2208.2432,-169.96419,-136.9387,2241.4978,-111.2958,-113.1006,2218.518,-162.93379,-108.545715,2257.1785
20,-166.4775,-80.27555,2231.7915,-163.88643,-6.9389353,2244.4583,-184.91101,-10.388576,2250.1257,-173.69061,-164.31303,2211.9324,-148.0648,299.57938,2322.916,-229.7211,292.7442,2335.9421,-153.974,-254.90889,2186.8298,-114.06117,636.4407,2403.1921,-253.94786,629.1174,2411.0276,-150.73412,-286.13824,2176.7751,-82.62513,767.4442,2398.5505,-250.52417,751.2838,2415.836,-133.86305,-429.27353,2154.4053,-125.60113,-361.03665,2158.1284,-164.40775,-364.16293,2172.582,-118.27006,-496.63257,2177.567,-109.08681,-381.7247,2153.8098,-190.97166,-387.01624,2174.9236,-99.28878,-228.7266,2196.684,-204.5093,-232.76134,2205.5876,-106.44041,-135.31624,2200.8315,-173.04512,-137.42467,2235.617,-111.92212,-113.08447,2211.1619,-165.98752,-108.609985,2251.4727
