frame_index,left_shoulder_to_wrist_distance,right_shoulder_to_wrist_distance,left_elbow_speed,right_elbow_speed,left_wrist_speed,right_wrist_speed,left_hand_speed,right_hand_speed,left_tremor_amp_proxy,right_tremor_amp_proxy,upper_limb_lr_asymmetry
1,205.28221,207.79967,4442.8413,5007.1626,4502.527,5055.909,4905.505,5129.1772,173.1726,739.4946,0.11578931
2,207.7946,209.4636,594.28754,118.37442,759.09393,56.191433,823.9375,91.93841,303.17627,319.2859,1.7243105
3,212.26291,213.48251,3810.8591,3498.1309,3971.1772,3620.364,4101.146,3824.4395,333.26782,425.80444,0.09242214
4,218.24998,214.7396,6173.062,6240.4907,6053.3013,6010.129,5932.5923,5910.415,1377.5549,1850.2551,0.0071575604
5,218.62727,217.06287,4147.4595,3787.881,4192.662,3911.5103,4436.3643,4113.0015,264.3933,267.33398,0.06938447
6,219.17967,216.72806,792.2257,1084.3646,846.9497,1103.3812,871.4099,1080.5205,343.39233,118.04932,0.26296207
7,215.99677,214.29256,792.212,700.6074,606.83344,622.96844,556.82153,652.7073,267.2937,217.4524,0.026240015
8,222.0079,220.62856,1844.3859,2208.9316,2138.6145,2591.6448,2355.5369,2831.3254,53.917236,219.58008,0.19154564
9,221.61734,220.50163,4580.858,4560.3706,4598.643,4451.758,4625.0913,4428.1973,99.94263,40.876465,0.032459393
10,223.7991,221.64021,3320.9697,3019.1619,3404.6042,3035.729,3467.164,3143.4387,81.14624,2.3144531,0.114551604
11,218.47372,218.30339,2818.663,2609.4028,2721.8438,2595.2195,2785.6084,2681.9272,221.51001,33.4375,0.047629397
12,225.39767,224.7228,5704.635,5385.298,5824.5537,5649.586,5900.2734,5857.0015,2165.1807,2505.498,0.03049776
13,233.26454,230.35912,6544.6045,6256.236,6561.5303,6444.238,6727.48,6713.7666,2159.7717,2226.1487,0.018036995
14,233.11273,230.31627,1812.0931,1363.7659,1959.7565,1548.4298,2061.7798,1699.6285,613.34106,602.0862,0.23449534
15,232.59526,228.89116,1731.5719,1304.356,1502.6349,1073.7399,1325.685,879.9619,191.37451,292.2583,0.3329446
