frame_index,joint_0_x,joint_0_y,joint_0_z,joint_1_x,joint_1_y,joint_1_z,joint_2_x,joint_2_y,joint_2_z,joint_3_x,joint_3_y,joint_3_z,joint_4_x,joint_4_y,joint_4_z,joint_5_x,joint_5_y,joint_5_z,joint_6_x,joint_6_y,joint_6_z,joint_7_x,joint_7_y,joint_7_z,joint_8_x,joint_8_y,joint_8_z,joint_9_x,joint_9_y,joint_9_z,joint_10_x,joint_10_y,joint_10_z,joint_11_x,joint_11_y,joint_11_z,joint_12_x,joint_12_y,joint_12_z,joint_13_x,joint_13_y,joint_13_z,joint_14_x,joint_14_y,joint_14_z,joint_15_x,joint_15_y,joint_15_z,joint_16_x,joint_16_y,joint_16_z,joint_17_x,joint_17_y,joint_17_z,joint_18_x,joint_18_y,joint_18_z,joint_19_x,joint_19_y,joint_19_z,joint_20_x,joint_20_y,joint_20_z,joint_21_x,joint_21_y,joint_21_z,joint_22_x,joint_22_y,joint_22_z,joint_23_x,joint_23_y,joint_23_z
0,-8.034386,-69.70672,1810.6122,-15.520416,1.2439781,1817.2994,0.18124942,1.5207309,1810.4286,1.9717978,-152.33904,1793.8037,-2.8033447,279.5123,1895.169,-16.713694,293.8001,1879.7402,-1.1016144,-241.12369,1777.6907,-9.497281,634.31775,1971.1217,-71.47399,641.29974,1959.5098,0.32355228,-267.0804,1773.9524,-5.890789,730.20306,1999.3434,-74.69518,737.7086,1984.9094,17.436804,-398.1578,1772.6185,-7.567661,-336.527,1773.7034,25.333525,-331.24652,1765.5608,9.755612,-463.34836,1786.4984,-48.356052,-358.18082,1796.5905,45.409943,-342.82114,1764.1647,-82.96966,-206.38358,1849.1809,36.703884,-187.8137,1781.3983,-85.60894,-69.95869,1851.5938,67.00829,-47.673077,1798.3951,-85.634705,-14.182558,1862.7699,76.98472,7.0340424,1814.8555
1,-14.477344,-70.20722,1797.0106,-21.780405,3.6029878,1804.8213,-10.16259,4.5625157,1795.2721,-2.691298,-155.83626,1781.8301,-2.6848571,284.90244,1880.4512,-24.556473,300.75635,1862.0575,-0.15763207,-246.96826,1763.3832,-10.070468,635.6794,1957.261,-74.29488,643.9624,1943.1005,2.112646,-274.2839,1759.3422,-2.4630172,727.5754,1984.2028,-75.893394,736.64496,1966.5511,22.518192,-407.2491,1755.101,-0.9927764,-345.1396,1759.1346,25.244553,-339.86984,1748.4625,14.650848,-471.65512,1767.2279,-36.599907,-365.80658,1781.4199,38.514668,-350.9609,1745.0215,-73.22087,-212.87976,1835.2555,22.522797,-193.64578,1762.306,-82.149734,-81.15966,1844.2158,43.55354,-54.044415,1780.7826,-86.237816,-26.747822,1855.1799,50.072033,-0.13885956,1795.5375
2,-20.582212,-63.629574,1774.876,-28.307484,9.3413725,1783.1963,-17.464674,10.760933,1772.3651,-8.642681,-149.48415,1760.4879,-10.471082,290.7205,1857.9637,-31.948637,306.84503,1838.2235,-4.3569727,-241.79626,1741.6084,-16.39943,642.0843,1935.8887,-78.05049,649.31805,1920.8613,-1.2110094,-268.65674,1736.7177,-8.716822,732.17334,1963.4908,-79.81985,740.43304,1944.2168,21.018341,-400.46884,1732.4205,-2.6709888,-339.23862,1737.2137,21.270664,-333.92624,1724.8759,14.933234,-463.0689,1742.7272,-36.31941,-359.24225,1760.3018,33.91355,-343.96323,1720.2401,-72.88506,-205.84041,1814.4369,17.55123,-185.99884,1737.8607,-83.372215,-74.72266,1823.0673,37.20475,-45.50261,1755.5189,-87.40818,-20.45576,1833.556,44.05408,8.2171335,1769.8965
3,-21.51497,-62.942272,1765.3502,-29.665655,9.784058,1773.721,-18.605978,11.360415,1762.8949,-9.854677,-148.8955,1750.9934,-12.011871,291.12708,1848.2386,-32.54858,307.2695,1828.6963,-5.5509257,-241.29578,1731.9863,-16.381187,641.8905,1926.2426,-77.19896,649.1573,1911.5637,-2.4654,-268.16293,1727.0826,-9.239743,731.5625,1954.327,-78.99578,739.70844,1935.2708,19.852596,-400.384,1722.5602,-4.0118804,-339.09653,1727.2926,20.173813,-333.67664,1715.1543,14.197311,-462.55453,1732.624,-37.335686,-359.1036,1750.5194,32.764034,-343.67,1710.746,-73.49384,-205.25137,1804.4182,16.038343,-184.88182,1728.1631,-85.37293,-73.40839,1813.6445,35.760662,-43.844406,1746.0029,-90.202934,-19.10437,1824.0472,42.531094,9.676737,1760.4452
4,-22.4,-65.107376,1774.8635,-29.587301,7.925065,1783.5739,-19.412037,9.219767,1772.3684,-10.65713,-151.14368,1760.5602,-10.608861,289.1123,1858.4049,-33.759678,305.30197,1838.1703,-6.411761,-243.3597,1741.1117,-15.5817995,640.7038,1935.9325,-78.93147,648.6471,1921.1877,-3.6411247,-270.3082,1736.0895,-9.284178,731.122,1963.1473,-82.37369,739.63965,1944.096,19.117853,-402.3367,1730.8983,-4.679593,-341.05743,1736.4661,19.016367,-335.67245,1723.8359,13.0510435,-465.181,1741.024,-38.145603,-361.4149,1759.7665,30.663038,-346.31296,1718.3489,-74.27636,-208.29044,1814.0911,13.228827,-188.24178,1734.9203,-85.23855,-77.54403,1822.7086,32.39103,-48.101414,1752.5256,-90.241104,-23.68927,1833.0745,39.13324,5.306751,1767.2802
5,-25.937988,-61.21278,1774.7574,-33.250454,11.678751,1783.6348,-22.868927,13.1697645,1772.014,-14.081049,-147.4475,1760.7526,-16.621197,293.7037,1858.2516,-38.031628,310.1512,1837.8002,-8.8432865,-239.3894,1741.4398,-20.891577,646.8291,1935.7777,-82.30635,653.96954,1920.6888,-5.6502867,-265.82306,1736.1647,-14.654311,736.3182,1963.4336,-84.3542,744.0957,1943.6571,17.3597,-396.77536,1731.5609,-6.373764,-336.03958,1737.2028,17.419434,-330.6658,1724.0625,11.890712,-458.8618,1741.541,-40.181618,-355.87756,1760.8112,28.846495,-340.73508,1718.4557,-76.52161,-202.70317,1814.4133,11.8453665,-182.60966,1734.7512,-87.38716,-74.00549,1822.4261,31.505579,-43.62988,1752.0297,-92.51672,-21.34878,1832.7572,39.033978,8.862908,1766.7217
6,-23.456799,-58.454372,1783.8037,-30.550903,14.492713,1793.1803,-21.398514,15.879573,1781.2701,-11.331729,-144.78983,1770.1459,-13.899172,298.1609,1867.4291,-38.791798,314.71097,1846.0459,-6.233158,-236.48274,1750.3446,-19.765806,651.1916,1945.7656,-83.19418,658.42816,1930.0051,-3.225673,-262.85776,1744.6588,-13.144899,741.00494,1972.2211,-86.1319,748.5595,1951.5969,20.394424,-393.44907,1739.209,-2.995034,-332.97986,1745.6346,19.20142,-327.86334,1732.4037,14.267926,-455.19687,1748.7347,-35.820496,-352.02838,1768.967,28.3405,-338.04297,1725.2916,-71.578415,-198.99316,1822.3401,10.121432,-180.5237,1741.2274,-81.65295,-71.51587,1829.5668,28.258818,-42.124645,1757.6703,-84.7631,-19.908106,1839.7147,35.76405,9.72254,1772.0836
7,-25.92372,-58.003643,1785.7899,-32.544716,15.038436,1795.3239,-23.380655,16.561712,1783.3313,-14.029492,-144.75458,1772.2744,-14.928348,299.01987,1869.542,-39.564617,315.22247,1848.1165,-8.891486,-236.28844,1752.3969,-20.683678,651.1505,1947.6891,-83.94211,658.4527,1931.9534,-5.5969806,-262.59015,1746.6592,-13.456595,740.9798,1974.2899,-85.86448,748.3583,1953.5819,18.315582,-393.1815,1741.0819,-5.082477,-332.65195,1747.6143,17.038315,-327.587,1734.3489,12.284228,-454.84918,1750.5712,-37.94712,-351.82428,1771.2367,26.290419,-337.77353,1726.9955,-73.66858,-198.67479,1824.6586,7.369147,-179.91582,1742.9801,-83.34203,-71.0985,1832.0253,26.332169,-41.338314,1759.2668,-86.27874,-19.312529,1842.0543,34.338924,10.389657,1773.5214
8,-25.22788,-59.774323,1789.1415,-32.044132,13.458605,1798.8633,-23.287443,14.977849,1786.5809,-12.807739,-146.51917,1775.9446,-13.64595,297.6638,1873.1112,-39.29568,313.8662,1851.3997,-7.701326,-238.35513,1755.7611,-19.93417,650.3275,1951.3567,-84.49157,657.44885,1935.2584,-4.832074,-264.6523,1750.1288,-12.893211,740.0321,1977.4476,-87.144936,747.66925,1956.1711,19.724947,-395.22772,1743.9313,-3.8057365,-334.74097,1750.9398,17.756018,-329.69626,1737.4186,13.367557,-457.32608,1753.3707,-36.62907,-353.94415,1774.6288,26.132008,-339.8479,1729.639,-71.62123,-201.41344,1828.4609,7.246637,-182.45674,1745.622,-80.83373,-73.66675,1836.427,26.113638,-43.70992,1761.6989,-83.879105,-21.279816,1846.1205,33.874104,8.048876,1775.667
9,-24.590406,-59.660797,1798.3414,-31.236296,13.9319,1807.9501,-22.675608,15.259986,1795.6982,-12.149793,-146.72934,1785.2701,-12.099036,297.35074,1882.5653,-38.967724,314.49252,1860.4948,-6.633203,-238.54033,1764.601,-18.547003,649.5176,1960.9941,-83.85257,657.25977,1944.373,-3.9487958,-265.02515,1758.975,-11.832198,739.08093,1986.8182,-86.64062,747.9509,1965.2762,20.94174,-395.74234,1752.8652,-2.9078708,-335.14047,1759.4838,19.1595,-330.20987,1746.2714,14.134216,-457.57217,1762.3876,-36.323193,-354.3665,1783.1754,26.98982,-340.65536,1738.4928,-71.689995,-201.1246,1837.348,7.889751,-182.87775,1754.536,-81.82751,-71.81322,1845.6172,25.793005,-42.44453,1770.784,-84.589226,-19.003157,1854.8049,33.4233,9.870433,1784.0883
