frame_index,joint_0_x,joint_0_y,joint_0_z,joint_1_x,joint_1_y,joint_1_z,joint_2_x,joint_2_y,joint_2_z,joint_3_x,joint_3_y,joint_3_z,joint_4_x,joint_4_y,joint_4_z,joint_5_x,joint_5_y,joint_5_z,joint_6_x,joint_6_y,joint_6_z,joint_7_x,joint_7_y,joint_7_z,joint_8_x,joint_8_y,joint_8_z,joint_9_x,joint_9_y,joint_9_z,joint_10_x,joint_10_y,joint_10_z,joint_11_x,joint_11_y,joint_11_z,joint_12_x,joint_12_y,joint_12_z,joint_13_x,joint_13_y,joint_13_z,joint_14_x,joint_14_y,joint_14_z,joint_15_x,joint_15_y,joint_15_z,joint_16_x,joint_16_y,joint_16_z,joint_17_x,joint_17_y,joint_17_z,joint_18_x,joint_18_y,joint_18_z,joint_19_x,joint_19_y,joint_19_z,joint_20_x,joint_20_y,joint_20_z,joint_21_x,joint_21_y,joint_21_z,joint_22_x,joint_22_y,joint_22_z,joint_23_x,joint_23_y,joint_23_z
0,-32.361385,-25.733429,2915.8855,-24.04868,42.92822,2946.407,-39.627346,48.510986,2930.48,-38.628567,-104.56101,2891.0142,1.4383087,327.60687,3068.3738,-64.39194,352.29944,3031.2075,-30.542973,-190.4401,2860.8743,2.1535337,652.012,3170.2693,-103.586136,678.10345,3133.4414,-26.283487,-217.39917,2846.733,31.270918,794.79,3169.7864,-115.64446,815.805,3119.944,-25.267248,-342.79623,2825.926,-19.450346,-289.98312,2856.0571,-33.87715,-276.96774,2837.3308,-11.807988,-402.53482,2819.6545,3.7880676,-313.9147,2859.6267,-32.70889,-285.65134,2816.3938,51.471645,-180.4527,2914.9885,-15.255768,-145.25523,2848.8948,80.6047,-73.80689,2857.764,42.844784,-56.200134,2823.4626,83.3541,-42.519306,2848.4363,59.765278,-28.450027,2817.8926
1,-10.641089,-14.681086,2907.6433,1.5715363,53.530495,2934.3403,-22.691675,56.342506,2925.466,-12.4638405,-93.17816,2884.673,23.649878,344.99643,3050.5999,-65.07862,356.36734,3030.385,-9.856535,-180.95062,2854.581,21.017643,663.2082,3152.077,-101.36016,674.4123,3130.6287,-7.749161,-207.23997,2838.487,40.62199,800.69775,3144.49,-127.92277,801.92175,3114.6345,-9.400583,-338.31766,2819.097,3.3145096,-281.89978,2845.5525,-23.437002,-272.11642,2835.2964,1.8454964,-397.25412,2810.602,35.779263,-300.7358,2842.5637,-30.55777,-278.8126,2817.1362,87.52514,-161.7141,2887.7097,-13.633571,-137.588,2848.9004,110.69012,-63.207714,2829.4922,42.83587,-48.38065,2824.1267,114.671486,-34.812927,2820.1726,58.64059,-22.873878,2817.2402
2,-6.271562,-9.560847,2802.5125,7.422653,58.680267,2827.406,-18.388157,61.190224,2820.2925,-8.255127,-88.39248,2780.5396,31.949402,349.14908,2939.6785,-59.429897,359.82236,2921.2205,-6.4848514,-178.0833,2750.755,30.818064,662.54095,3047.3552,-91.45165,676.6681,3024.0188,-4.9417815,-205.09367,2734.2468,53.24585,796.5278,3040.2231,-116.393,797.4113,3008.339,-8.425655,-337.29877,2714.986,6.7600474,-279.76962,2738.935,-23.078688,-271.05954,2731.933,3.0323434,-396.2346,2704.8777,41.808784,-297.33408,2735.6729,-31.615194,-276.24844,2717.2864,92.534645,-156.53357,2780.4902,-14.950525,-132.25821,2752.3823,115.149376,-59.903053,2723.274,41.20352,-43.076775,2727.7576,119.555885,-29.451262,2713.7664,57.303234,-14.694315,2719.5051
3,-4.228926,-2.1397388,2738.9683,9.907924,64.3803,2764.0762,-17.988113,67.91438,2756.413,-6.0651836,-81.121086,2717.58,35.911434,353.1356,2874.52,-58.66288,364.86993,2853.5261,-4.124754,-172.23895,2687.3684,33.403137,666.65814,2987.55,-89.943794,680.80096,2959.5452,-2.9940968,-199.97472,2670.321,57.378906,794.4871,2981.9536,-114.75909,795.4362,2943.6716,-6.8751793,-333.884,2651.8064,10.1794195,-276.24997,2675.5808,-23.624216,-266.86594,2667.4575,5.022443,-392.56793,2638.862,48.61845,-294.0698,2673.3242,-34.9771,-271.77155,2653.4402,101.56013,-150.82079,2716.75,-19.365427,-123.9692,2685.401,124.39144,-53.21819,2657.544,39.315052,-34.469135,2660.2234,128.95569,-21.955425,2647.3586,56.293793,-5.016212,2651.8992
4,-3.6108398,-1.658598,2704.4238,9.649816,64.12215,2729.187,-18.061218,67.932106,2722.205,-5.021127,-80.099594,2682.949,34.128246,351.3299,2838.4646,-59.02949,362.4222,2818.6843,-2.0576231,-172.08916,2652.8743,30.364202,664.81177,2953.396,-90.741714,677.9177,2925.3188,-0.66845477,-200.05351,2635.867,52.923073,791.03546,2948.664,-116.66471,790.2177,2910.6501,-3.8701546,-334.94803,2617.4336,13.175023,-276.89542,2640.5193,-21.384151,-267.3212,2632.617,8.982312,-393.49557,2603.6467,52.176983,-295.2872,2638.0813,-32.88882,-272.27188,2619.519,105.37036,-150.47069,2680.436,-17.77435,-121.69745,2650.7947,128.94461,-51.60806,2620.7427,43.429485,-31.914663,2626.3674,133.37775,-19.449884,2610.1213,61.16941,-2.5028574,2618.1697
5,-0.52082473,1.9604676,2668.2317,13.554471,67.0433,2692.744,-16.57575,71.37434,2686.1694,-1.9092718,-76.2887,2647.0134,38.231808,354.04565,2801.2625,-59.173927,365.71146,2780.2336,1.0974095,-169.48088,2617.0103,31.898603,667.39886,2918.7754,-92.94195,681.8929,2887.6123,2.3199372,-198.19891,2599.802,55.152332,790.33044,2913.6868,-118.509026,791.4337,2873.1536,-1.6159115,-333.82776,2581.7046,17.0478,-275.50217,2603.3533,-21.096601,-266.08963,2597.0989,11.342534,-393.08936,2566.6482,58.03483,-293.53784,2600.836,-35.43043,-270.6585,2585.242,113.71104,-148.05858,2641.0928,-20.628078,-117.0631,2616.5532,136.11143,-48.353683,2580.1836,42.012302,-27.038755,2591.1248,139.57957,-16.037268,2569.5566,60.472633,2.8481584,2582.3215
6,-2.029306,-1.3947508,2679.3606,12.06592,64.10528,2703.6394,-17.900389,68.44599,2697.2095,-3.2247627,-79.75961,2658.2966,37.478844,350.2164,2811.6602,-59.782166,362.00375,2791.1606,0.14813748,-173.03447,2628.4136,31.930166,663.57245,2928.9822,-92.866325,677.7286,2898.5596,1.5879567,-201.58788,2611.2087,55.927906,787.0974,2923.2256,-118.310326,787.5041,2883.7988,-1.8994598,-337.0677,2592.7878,16.437363,-278.93494,2614.563,-20.867884,-269.59625,2608.4568,11.568321,-396.51767,2578.3,57.144722,-296.79352,2611.649,-34.66718,-274.06705,2596.6604,111.87837,-151.07419,2652.2017,-20.849028,-120.33417,2628.61,134.14948,-51.472015,2591.5989,40.87864,-30.404501,2603.3916,137.71228,-19.40678,2580.9365,59.223946,-0.31243518,2594.4001
7,-2.7669103,-4.0445404,2687.515,11.180322,61.928272,2711.4585,-18.673607,65.37312,2705.674,-3.7684305,-82.18386,2665.9626,36.268414,346.99142,2819.6387,-60.49292,357.8276,2801.0637,-0.69870996,-174.87346,2636.3184,31.834951,660.38837,2935.5605,-93.216736,673.9046,2906.6973,0.8672676,-203.05745,2619.306,54.216705,787.7502,2929.539,-119.61568,786.5462,2892.148,-1.8348354,-337.2649,2601.0603,16.16365,-279.32236,2622.463,-21.362822,-270.4213,2617.154,11.300258,-396.42664,2586.6853,57.56973,-296.8488,2619.0984,-35.2291,-275.4337,2605.8682,111.175316,-151.37943,2660.3599,-22.660856,-123.33669,2638.9636,132.84418,-50.497345,2599.6616,38.60441,-30.871038,2613.6775,136.34422,-17.861097,2589.1824,56.224995,-0.9256051,2605.0806
8,-1.060226,-3.3574798,2682.8328,13.024001,63.324806,2706.5715,-16.270802,66.45272,2701.2253,-2.4500186,-81.3633,2661.39,38.00041,349.7634,2814.3684,-57.84521,360.76276,2797.6829,-0.09212585,-173.6472,2631.809,35.648975,665.84485,2929.2747,-89.31759,678.6982,2903.2822,1.1302502,-201.4424,2614.8562,58.099194,792.82947,2923.0198,-115.91085,789.7878,2888.447,-2.3908157,-336.1624,2597.0754,15.545623,-277.5701,2618.1208,-21.323431,-268.91626,2612.923,10.41091,-395.8509,2583.2485,56.478798,-294.6622,2614.442,-34.85862,-274.37936,2602.3757,109.844376,-150.31749,2654.7766,-20.245955,-124.34999,2634.8958,131.54182,-50.492664,2594.8577,40.438046,-33.301155,2609.795,135.03362,-17.577923,2584.7852,57.656414,-3.20673,2601.2156
9,-4.4125037,-3.712548,2592.694,10.099567,61.24778,2616.147,-20.24381,63.93159,2610.5833,-5.9846354,-81.56318,2571.2117,35.958782,345.5315,2723.715,-60.72702,355.82364,2704.052,-3.030291,-175.2866,2542.1401,28.360708,660.3934,2840.1228,-92.19912,673.99115,2809.9705,-1.2835807,-203.59807,2525.6138,53.048702,781.0827,2838.3333,-114.50159,780.8652,2799.0366,-2.1790662,-337.7873,2508.6565,14.174598,-279.0901,2527.6467,-22.723469,-271.11557,2523.8008,11.418385,-397.29834,2493.5583,55.122433,-294.47763,2524.7498,-34.19693,-276.5048,2514.4646,105.16857,-146.19853,2562.4326,-20.470602,-121.75289,2545.2427,128.44107,-43.276863,2506.3337,43.19387,-28.69375,2523.3594,132.62462,-10.328612,2497.0063,60.187572,1.2594614,2515.0935
