frame_index,left_shoulder_to_wrist_distance,right_shoulder_to_wrist_distance,left_elbow_speed,right_elbow_speed,left_wrist_speed,right_wrist_speed,left_hand_speed,right_hand_speed,left_tremor_amp_proxy,right_tremor_amp_proxy,upper_limb_lr_asymmetry
1,248.23215,243.31767,7752.6855,7371.778,8085.162,7522.0854,8144.6113,7848.111,1205.777,926.45386,0.07215579
2,241.51279,236.95036,1497.5018,820.87897,1611.097,1121.2991,1656.7151,1174.6493,680.8734,612.6047,0.35851172
3,244.42284,239.47235,935.78705,1023.6567,941.0123,949.1328,930.1878,909.37744,93.78967,559.26086,0.0085924445
4,247.42982,242.27063,2499.0303,2262.2153,2514.2246,2306.7693,2537.3523,2323.283,68.04138,634.2529,0.086063296
5,245.80402,240.24156,158.53255,317.26392,88.83648,469.48428,119.39244,546.1172,103.603516,348.38562,1.3635453
6,245.18153,241.4314,274.7129,523.52795,376.90936,539.54926,412.34912,572.6871,240.23193,218.00385,0.35493124
7,244.89839,240.92896,1178.8191,1297.9067,1152.6481,1330.6422,1125.2806,1325.8179,34.87671,28.840332,0.14335348
8,241.71117,238.64236,336.51202,201.11694,402.91205,352.38675,432.19543,388.58212,297.14844,71.876526,0.1337889
9,241.76353,238.5099,373.38165,538.9947,411.08673,525.67834,434.1754,499.58194,341.1145,1.4709473,0.2446539
10,237.121,233.75755,1928.2732,2286.9958,1978.6224,2265.3757,1966.5479,2208.325,140.89111,316.17737,0.13513356
11,236.3157,233.30363,1308.0273,1298.052,1262.3248,1281.2537,1271.6732,1265.5372,156.77246,190.56885,0.014883623
12,244.7718,238.08897,2106.024,1463.9897,2185.5908,1558.0884,2211.947,1613.2885,900.89294,288.66638,0.33523303
13,241.02327,234.93965,831.91144,747.4506,873.1886,960.7873,882.31116,917.3776,394.53735,539.3176,0.09552874
14,238.13332,233.7726,1351.4696,1485.5193,1358.5364,1526.0682,1378.4009,1530.6343,322.6886,207.5708,0.11615586
15,240.60428,235.27647,2173.4944,2285.4417,2084.0994,2290.4673,2075.2542,2291.561,135.08423,656.59485,0.094348975
16,242.78656,236.2809,704.23926,819.85,710.6916,834.3492,711.2686,834.68805,34.60388,35.916748,0.16007033
17,243.05472,236.74284,214.3956,217.85767,147.41794,181.9734,171.89659,225.56696,129.64172,113.65967,0.20981404
18,238.31151,233.85799,625.31903,736.0466,483.16455,517.9513,517.94025,471.21216,159.11316,214.70947,0.06949594
19,241.32152,235.97514,1207.8212,1404.1305,1151.9801,1384.7592,1140.1818,1367.7026,86.94092,165.6543,0.1835262
20,240.2738,235.46355,141.04,44.472103,141.00523,50.291565,143.5689,52.67809,2.904663,19.949951,0.9484076
