frame_index,left_shoulder_to_wrist_distance,right_shoulder_to_wrist_distance,left_elbow_speed,right_elbow_speed,left_wrist_speed,right_wrist_speed,left_hand_speed,right_hand_speed,left_tremor_amp_proxy,right_tremor_amp_proxy,upper_limb_lr_asymmetry
1,240.79152,236.90126,1409.3927,1336.315,1168.9755,1510.2656,1058.6453,1690.3192,1097.1814,669.82666,0.2547663
2,241.46703,237.50272,4208.7847,3894.2908,4088.717,3975.3982,4067.9019,3982.15,665.65674,893.61206,0.028104471
3,240.31207,236.37537,2172.85,1618.8644,2160.6887,1726.673,2131.2139,1707.4989,496.7334,283.4131,0.22329578
4,240.90837,236.35008,1959.341,2048.9578,1906.3147,1964.6418,1883.1129,1936.0498,78.985596,162.30713,0.03013578
5,239.6895,236.39615,2084.5361,1693.5527,2058.3906,1706.8657,2086.8396,1732.9902,344.54712,37.625732,0.1867203
6,241.54509,239.67598,3293.2866,3249.3242,3350.0588,3307.1875,3398.1155,3343.999,412.88086,702.937,0.012879602
7,240.38124,237.02151,593.2579,426.22443,616.38605,581.1474,690.1893,614.31836,130.33813,585.8801,0.058852047
8,239.18335,236.22395,433.66592,894.1139,692.8997,1029.79,716.1795,1092.8994,471.87988,701.5515,0.3911213
9,240.14325,237.91817,2572.6758,2725.8408,2543.8718,2772.3193,2536.2412,2767.9285,631.4136,1078.0798,0.08594405
10,239.45297,238.18704,1785.3993,1825.5592,1773.8281,1792.6772,1770.2211,1786.1221,79.73755,606.51,0.010570079
11,240.40071,238.62335,1044.9608,1240.9822,1114.9253,1242.4481,1144.0886,1245.6001,592.0996,156.96167,0.108190596
12,242.29994,239.94138,2236.4973,3164.6453,2377.5212,3033.5095,2463.0566,3210.9282,397.59766,260.7666,0.24246334
13,241.82108,236.10117,945.29083,1436.1847,825.1685,1262.854,810.8464,1088.0737,414.8584,851.1377,0.41923445
14,240.74017,235.8113,401.53073,387.64224,392.11945,388.7724,416.39285,364.14856,102.81494,333.4265,0.008572367
15,240.83691,236.43944,741.9078,734.29175,703.50885,725.3564,700.9468,774.35406,11.151123,251.87622,0.030580258
16,243.23236,239.6536,260.98434,524.442,537.4127,740.80634,664.12286,692.2632,278.3313,373.5974,0.31824532
17,239.2031,235.97481,621.0052,1170.0851,460.85767,855.04816,381.38153,846.5238,539.37134,518.38135,0.5991166
18,242.19989,239.29292,1975.457,2001.4553,1929.6796,1941.979,1945.1537,1992.2712,350.28198,417.20947,0.0063535757
19,240.93217,238.62177,2801.9011,2977.2026,2798.2812,3039.889,2785.1917,3034.7417,784.43726,631.3098,0.08276829
20,239.67934,238.52231,311.5899,149.73079,264.09106,108.11694,238.50172,96.456795,222.6355,71.79443,0.8381019
21,240.31319,239.86972,4760.45,4758.814,4840.5684,4851.099,4839.5024,4892.052,1262.3328,1061.687,0.0021731579
22,240.08742,238.72102,2595.4685,2429.919,2540.2075,2415.3162,2502.6365,2448.2722,531.9092,683.10913,0.05040491
23,237.5702,235.59035,1605.901,1249.6581,1685.845,1381.4932,1741.6743,1493.6251,813.4143,655.9546,0.19844685
24,243.92526,239.41736,2979.5159,4349.15,2793.543,4207.493,2717.1536,4066.4944,89.315186,134.54102,0.40392599
25,237.51762,233.42384,4322.654,4073.2668,4320.786,4239.047,4326.728,4070.3733,1352.4939,1115.3784,0.01909833
26,236.9911,232.61633,580.15454,403.33984,608.1291,481.0533,504.21234,483.49615,507.59888,569.58984,0.23334159
27,236.8618,232.3168,821.1981,960.99097,881.73315,1014.5988,900.3657,1022.7137,50.878906,198.37158,0.14012912
28,235.88623,231.12955,2084.0566,2178.1094,2073.7153,2253.3645,2129.0305,2182.6382,18.620605,386.83716,0.08303483
29,234.97383,230.818,1378.4355,1368.811,1318.1605,1308.7109,1303.1603,1300.1049,11.801758,149.50562,0.007194554
30,233.52287,230.791,1196.473,902.74817,1103.1558,872.2635,1125.4092,912.78595,8.428955,15.771484,0.23376535
31,230.86778,228.22485,2127.7124,1827.0784,2025.1343,1771.41,1955.9546,1678.3419,74.20166,114.8291,0.13366061
32,231.8049,228.26634,381.97446,336.98874,399.1136,344.67932,361.48862,238.48314,318.4546,202.14478,0.14636941
33,232.65977,230.46185,1863.1167,1552.102,1857.1603,1559.9886,1892.1444,1623.0736,40.88501,93.13721,0.17392957
34,232.13353,230.05275,1187.0007,1321.0157,1307.0172,1400.7997,1328.6288,1356.5648,292.2705,458.1775,0.06926796
35,231.58238,228.93967,2016.1683,1862.8124,2068.714,1908.0874,2081.4832,1930.4167,418.50586,491.1682,0.08078186
