frame_index,joint_0_x,joint_0_y,joint_0_z,joint_1_x,joint_1_y,joint_1_z,joint_2_x,joint_2_y,joint_2_z,joint_3_x,joint_3_y,joint_3_z,joint_4_x,joint_4_y,joint_4_z,joint_5_x,joint_5_y,joint_5_z,joint_6_x,joint_6_y,joint_6_z,joint_7_x,joint_7_y,joint_7_z,joint_8_x,joint_8_y,joint_8_z,joint_9_x,joint_9_y,joint_9_z,joint_10_x,joint_10_y,joint_10_z,joint_11_x,joint_11_y,joint_11_z,joint_12_x,joint_12_y,joint_12_z,joint_13_x,joint_13_y,joint_13_z,joint_14_x,joint_14_y,joint_14_z,joint_15_x,joint_15_y,joint_15_z,joint_16_x,joint_16_y,joint_16_z,joint_17_x,joint_17_y,joint_17_z,joint_18_x,joint_18_y,joint_18_z,joint_19_x,joint_19_y,joint_19_z,joint_20_x,joint_20_y,joint_20_z,joint_21_x,joint_21_y,joint_21_z,joint_22_x,joint_22_y,joint_22_z,joint_23_x,joint_23_y,joint_23_z
0,-17.211018,22.304081,2024.0172,-15.712415,90.71338,2033.5137,-14.660683,93.489235,2029.0686,-29.323257,-61.34666,2009.6178,-22.009516,395.42752,2110.2776,-55.167,405.78152,2097.2087,-21.36939,-153.03267,1989.183,19.319248,721.6528,2175.56,-65.17847,732.37683,2170.0693,-19.089283,-182.32286,1983.8721,41.51919,820.4972,2181.4558,-58.557423,834.1123,2177.686,-33.78483,-321.894,1975.1506,-33.39925,-258.58713,1987.392,-22.775126,-257.31406,1976.3226,-32.855667,-390.4231,1987.3119,-48.88221,-275.4681,2002.2969,-15.853867,-272.01694,1967.3951,-69.82549,-121.892876,2047.87,-36.323784,-109.10223,1987.6862,-108.22671,-28.982618,2058.1091,-40.475887,-19.25109,1994.3586,-120.35557,-4.172583,2065.3376,-39.559563,5.024818,2001.8632
1,-27.291193,42.684456,1934.9711,-25.742414,109.081924,1944.8209,-29.266403,112.40482,1941.5781,-35.203037,-41.16659,1922.7311,-32.638695,403.7818,2017.8197,-68.99238,416.92383,2002.3242,-24.627714,-134.36308,1901.9707,-1.7932243,730.622,2082.3347,-83.485374,739.7472,2072.6743,-21.240118,-162.79399,1895.1979,23.057257,821.0291,2089.333,-72.794266,831.866,2077.1653,-32.94625,-298.0336,1886.2825,-26.950987,-238.45442,1897.6791,-27.038303,-237.13094,1889.7559,-32.29213,-363.22403,1891.8506,-34.560333,-251.7712,1911.5325,-25.274155,-246.0657,1881.2897,-53.128395,-100.136215,1954.9231,-45.530575,-88.79433,1898.2773,-90.100365,-14.679047,1959.7177,-54.18448,-5.3935733,1902.3752,-105.17781,9.510158,1965.6019,-61.065334,15.848271,1906.762
2,-29.191465,48.25404,1922.4603,-26.976871,114.77915,1931.71,-31.506495,118.06243,1930.2317,-36.41695,-35.496075,1910.8143,-35.06526,407.16354,2002.0936,-72.11194,419.63654,1989.1913,-25.859766,-128.94159,1890.015,-3.4680588,732.38055,2065.9326,-85.53194,741.6503,2058.1638,-22.745863,-157.51842,1883.1344,20.889847,822.6388,2071.957,-76.2325,831.5716,2060.0723,-34.304424,-292.62766,1873.452,-27.872847,-232.70438,1883.7904,-29.186274,-231.76407,1879.0715,-33.23913,-356.9967,1878.1044,-35.050045,-244.57573,1895.328,-28.099737,-239.96837,1871.4342,-55.00884,-95.52401,1936.8792,-50.31816,-85.32032,1889.893,-95.71166,-15.188235,1940.3832,-64.79921,-6.9052224,1893.3477,-110.94759,6.967279,1945.8762,-71.9906,12.539573,1897.527
3,-28.739088,44.747963,1911.0283,-26.75952,111.13438,1920.5168,-31.375198,114.396484,1918.6881,-35.773808,-39.087093,1899.3368,-33.585796,404.06308,1991.3324,-70.44029,416.0064,1978.207,-25.573513,-133.1059,1878.5377,-3.742665,729.6905,2054.8633,-84.31361,738.1878,2047.1028,-22.275839,-162.15489,1871.9027,19.927753,819.13116,2061.5642,-74.11709,827.31366,2049.8386,-33.818153,-297.51224,1862.0868,-26.641672,-238.09337,1872.6674,-28.783009,-236.53519,1866.9928,-32.22035,-361.8569,1866.3466,-32.224125,-250.89815,1884.793,-27.696486,-244.36096,1859.0453,-52.302032,-100.327675,1926.5629,-48.733273,-88.93963,1877.7225,-91.128136,-18.012016,1929.9248,-60.399364,-8.286131,1882.4164,-106.114746,5.1154337,1935.4642,-67.47859,11.867988,1887.1152
4,-24.774607,44.239407,1880.5377,-22.971018,110.41338,1889.4485,-27.241276,113.696266,1888.15,-31.733152,-39.49261,1869.2577,-27.561375,402.54636,1958.7151,-63.838276,414.62424,1947.0175,-22.36956,-133.99939,1848.6903,-0.8630692,727.7926,2022.9211,-78.79532,735.6338,2016.1318,-19.281223,-163.26689,1842.2715,21.843817,815.5319,2029.7758,-70.45516,822.7344,2018.6683,-31.16161,-298.4594,1833.2035,-23.46645,-239.51797,1842.66,-26.017838,-237.69958,1837.4026,-28.977869,-362.13217,1836.4211,-27.970783,-252.63487,1854.701,-24.51409,-245.41812,1830.8685,-47.50285,-101.48769,1895.7177,-43.903625,-89.529594,1849.8666,-86.8478,-16.398756,1898.8317,-55.371338,-6.2459426,1854.0969,-101.65874,7.3818254,1904.1438,-63.12582,14.473889,1858.5208
5,-26.372126,45.01698,1879.8516,-24.02043,111.07273,1888.8783,-28.97859,114.49581,1887.4335,-33.13497,-38.565777,1868.4244,-29.053991,402.0386,1957.736,-65.183556,413.93555,1946.0758,-23.46799,-132.52452,1848.0433,-3.0365083,726.13495,2021.8871,-80.926575,734.4806,2014.5068,-20.670244,-161.55132,1841.5422,20.14149,814.07666,2028.274,-72.95975,821.49786,2016.218,-31.995703,-296.31284,1832.6575,-24.067595,-237.46509,1842.0391,-27.312439,-235.69563,1836.8889,-30.2199,-359.94757,1835.8916,-28.280203,-250.33818,1853.8127,-26.790567,-243.27425,1830.4924,-47.945637,-99.68459,1895.025,-47.430542,-87.72129,1849.7307,-87.92936,-16.156534,1898.7633,-61.176113,-6.603766,1853.3118,-103.14626,7.426053,1904.0316,-69.79916,13.536522,1857.4305
6,-26.96727,44.6954,1884.3057,-24.845814,110.66323,1893.0709,-30.362736,113.932,1892.0829,-32.79831,-38.708645,1872.8918,-31.662,402.15393,1961.6428,-69.14133,413.76572,1950.4883,-22.97913,-131.85886,1852.6055,-4.87141,725.68884,2025.7102,-85.0896,734.7302,2018.7684,-19.933523,-160.84538,1846.0492,18.362684,814.4484,2032.1348,-76.52262,822.153,2020.0536,-30.528507,-294.39902,1836.534,-22.965088,-235.9199,1845.7489,-26.394354,-234.44884,1841.6119,-28.038712,-358.3548,1840.264,-26.64501,-248.7982,1856.7623,-25.327986,-242.77856,1835.6653,-45.694675,-98.84086,1897.4772,-45.92299,-87.87581,1856.0969,-84.34857,-14.736269,1901.4758,-58.612255,-4.822372,1859.29,-98.733345,8.661994,1906.3909,-65.78942,15.70746,1862.9491
7,-26.266571,44.67202,1900.1946,-24.261656,110.678246,1908.8877,-29.792257,114.06463,1908.5199,-32.075314,-38.63956,1888.6559,-31.999918,403.47778,1977.4961,-70.39031,415.05502,1966.8649,-22.437906,-131.7271,1868.2131,-4.3884826,726.8051,2041.2445,-85.25097,736.2984,2034.7725,-19.53111,-160.86758,1861.8489,18.60932,815.804,2047.2313,-76.618095,824.17316,2035.8285,-30.35314,-294.0389,1851.6445,-22.859478,-235.9439,1861.3387,-26.785337,-234.28304,1857.5947,-28.529036,-357.8342,1855.6146,-25.574804,-249.4547,1871.6207,-26.22233,-242.48181,1851.3167,-44.998936,-98.88116,1912.1959,-46.985325,-87.71655,1872.2852,-84.21798,-15.829585,1915.8418,-60.776844,-5.3013916,1875.7747,-99.16673,7.0399966,1920.3563,-68.458534,14.815407,1879.2811
8,-30.097504,44.728527,1899.6836,-28.143845,110.971085,1908.0321,-33.8399,114.15647,1907.7577,-35.7151,-38.552147,1888.3744,-36.039192,404.36896,1975.7782,-75.33241,415.55103,1965.6633,-25.043852,-131.52249,1868.346,-8.69239,726.9507,2039.6992,-91.15481,736.71173,2033.7186,-22.044632,-160.40341,1861.7206,15.207721,816.0544,2045.1383,-82.650444,824.72296,2034.3519,-31.53809,-294.0267,1852.0419,-24.74626,-235.34636,1861.166,-28.385801,-234.02989,1858.0254,-29.844624,-358.30853,1856.0557,-28.705048,-248.13562,1871.0797,-27.507654,-242.43372,1852.4124,-48.960537,-98.77156,1910.7861,-49.40588,-87.77206,1872.9618,-88.60601,-18.089636,1914.8405,-64.33416,-7.8570337,1876.2402,-103.50049,3.9175384,1919.5469,-71.9345,11.493926,1879.9729
9,-33.87638,43.013577,1894.3971,-31.689451,109.60579,1902.9723,-37.471714,112.5187,1901.6649,-39.78968,-40.622543,1883.1532,-38.903084,403.7756,1970.2018,-78.45544,415.56882,1958.969,-28.641346,-133.70934,1863.0619,-13.7734375,726.42645,2034.0088,-95.717766,736.49756,2027.039,-25.404638,-162.52132,1856.4042,12.566386,815.52527,2039.4934,-86.03269,824.5841,2027.868,-33.90505,-295.95956,1846.6328,-27.405516,-237.3477,1855.9199,-30.765121,-236.36162,1852.0598,-31.259052,-360.3435,1850.7875,-30.478544,-250.1945,1866.6321,-29.582855,-245.08089,1846.1344,-51.361523,-100.63213,1907.2426,-50.53668,-90.14375,1866.7578,-91.66642,-20.66906,1911.6178,-65.92754,-10.618465,1870.4945,-106.590065,0.94708747,1916.2174,-72.47414,8.658496,1874.4352
