frame_index,left_shoulder_to_wrist_distance,right_shoulder_to_wrist_distance,left_elbow_speed,right_elbow_speed,left_wrist_speed,right_wrist_speed,left_hand_speed,right_hand_speed,left_tremor_amp_proxy,right_tremor_amp_proxy,upper_limb_lr_asymmetry
1,287.20746,298.18777,3735.7097,2544.7583,3744.7983,2908.7212,3891.857,3067.011,1722.726,67.27844,0.25131875
2,285.01523,292.5103,3716.023,4116.4297,3769.2302,4218.268,3752.227,4230.718,36.7762,445.38818,0.11243517
3,285.8427,293.49405,304.2523,264.2693,330.79016,263.29977,350.09448,290.16437,287.40558,160.9845,0.22720595
4,286.167,294.43878,232.52696,286.96423,136.46547,233.07994,119.87286,212.15683,246.37459,63.237305,0.5228828
5,286.85617,294.85413,680.9272,636.9591,668.02606,619.6687,655.08954,609.5548,4.294386,172.28271,0.07510687
6,286.62344,295.07623,213.33742,272.3263,198.30339,307.7898,199.55081,310.83432,161.19373,60.23987,0.4326729
7,287.09714,295.00784,197.54977,87.432335,194.0786,76.89201,177.65468,66.49608,159.35628,1.4886475,0.86493945
8,287.5694,295.30243,154.04485,211.59435,218.31886,229.73204,281.2705,243.4759,210.91028,44.80896,0.050945897
9,287.00903,295.68478,220.91241,285.69812,255.91026,237.4596,287.08353,218.15729,29.348726,232.04224,0.074794464
10,286.5347,293.49094,1960.9384,2755.1116,1823.2806,2725.5942,1859.0015,2651.1565,63.32035,295.0415,0.39671946
11,286.4912,293.8552,309.66452,193.4997,311.70477,203.30414,302.77695,199.39272,80.134895,44.362183,0.42096606
12,285.67755,293.99127,3464.3752,2773.1707,3320.918,3252.6917,3352.803,3421.0244,78.631134,977.8949,0.020757644
13,287.4012,293.75867,1901.2368,1961.0945,1860.4523,2028.0208,1839.6707,2038.0867,196.53581,164.0918,0.08618729
14,286.03384,293.3852,373.4254,343.60672,380.14557,310.46286,363.6612,302.8002,72.39074,250.26367,0.20180093
15,285.66998,292.27332,303.4171,349.52863,332.71686,369.97375,346.47186,376.27,97.113464,274.5105,0.10604069
16,287.7568,293.6353,1025.6688,1095.4879,1049.2284,1074.6875,1041.4182,1066.733,290.23465,18.73352,0.02397374
17,286.25247,292.6985,431.31302,464.1084,443.45447,472.13562,441.6025,461.04846,87.19307,37.018433,0.06265064
18,285.44864,292.4894,813.13025,574.6975,838.9576,555.93854,830.17194,563.3131,235.94147,89.885864,0.4057923
